batch_rank	thread_id	pr_number	pr_title	pr_created_at	pr_merged_at	thread_created_at	is_outdated	review_path	line	original_line	review_authors	comment_count	first_comment_url	first_comment_sha256
21	PRRT_kwDOR3YK5M6Yb3vf	1395	r300: close R2VB binding validation residuals	2026-08-12T02:25:51Z	2026-08-12T02:26:20Z	2026-08-12T02:30:07Z	false	src/gallium/drivers/r300/r300_r2vb.c	3933	3933	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1395#discussion_r3763174319	d374c0aa270c91a3a3a064dda19f0a0c246ff76610e34d2a3efabf05a652d2bb
22	PRRT_kwDOR3YK5M6YcP8D	1399	r3v loader sweep child wait calibration	2026-08-12T03:07:06Z	2026-08-12T03:07:31Z	2026-08-12T03:10:44Z	false	src/amd/r300/vulkan/tests/r3v_native_loader_sweep.c	84	84	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1399#discussion_r3763320185	001d4dfccc9e1aae4238e6df41c0b6d35cef111bf0c5a756e1560939730dd171
23	PRRT_kwDOR3YK5M6YckKP	1403	r3v: reap Xvfb on wrapper signal	2026-08-12T03:37:58Z	2026-08-12T03:38:31Z	2026-08-12T03:44:34Z	false	src/amd/r300/vulkan/tests/run_under_xvfb.sh	71	71	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1403#discussion_r3763442732	b6f07ee65eb4cf97a6780ea71b50b75ef44820245df27ee7af10d718af3a60be
24	PRRT_kwDOR3YK5M6YckKT	1403	r3v: reap Xvfb on wrapper signal	2026-08-12T03:37:58Z	2026-08-12T03:38:31Z	2026-08-12T03:44:34Z	false	src/amd/r300/vulkan/tests/run_under_xvfb.sh	172	172	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1403#discussion_r3763442736	3018b8c1eecc638a2a618c6a4b19ad9fad5f60250e39231876e9b9b180c83fc0
25	PRRT_kwDOR3YK5M6YcmNY	1404	r3v: calibrate dispatch entrypoint audit closure	2026-08-12T03:40:59Z	2026-08-12T03:43:09Z	2026-08-12T03:47:23Z	false	src/amd/r300/vulkan/tests/r3v_native_entrypoint_audit.py	546	546	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1404#discussion_r3763454902	9c9ea3efda3a02f18400c0ed4a0e26458192628538cbaf7ce09878e042ff9457
26	PRRT_kwDOR3YK5M6YcmNc	1404	r3v: calibrate dispatch entrypoint audit closure	2026-08-12T03:40:59Z	2026-08-12T03:43:09Z	2026-08-12T03:47:23Z	false	src/amd/r300/vulkan/meson.build	524	524	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1404#discussion_r3763454907	f0f684b4b182f50e1deb6c1595c38f3a80ec9616076b26cf18777b280c0aed64
27	PRRT_kwDOR3YK5M6Yc3Z1	1407	r3v: reject overlapping vertex carrier streams	2026-08-12T04:08:34Z	2026-08-12T04:08:50Z	2026-08-12T04:16:40Z	false	src/amd/r300/vulkan/r3v_native_cell.c	88	88	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1407#discussion_r3763557278	ea87eb81e5212c2d55aa43099e2971228d2210b0e5059930609b3af370043184
28	PRRT_kwDOR3YK5M6Yc3Z4	1407	r3v: reject overlapping vertex carrier streams	2026-08-12T04:08:34Z	2026-08-12T04:08:50Z	2026-08-12T04:16:40Z	false	src/amd/r300/vulkan/r3v_native_cell.c	503	503	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1407#discussion_r3763557282	c239912b2139ee22cd978c6ea0bec405fab064a8fe7f67cabff2cc11b2922afc
29	PRRT_kwDOR3YK5M6Yc3Z7	1407	r3v: reject overlapping vertex carrier streams	2026-08-12T04:08:34Z	2026-08-12T04:08:50Z	2026-08-12T04:16:40Z	false	src/amd/r300/vulkan/tests/r3v_native_vertex_carrier_harness.c	209	209	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1407#discussion_r3763557286	a4572212984cf0cee202c3dbc70fc4fa4b667b7f14d8c9cfb4c02507c80f19f5
30	PRRT_kwDOR3YK5M6Yc3Z9	1407	r3v: reject overlapping vertex carrier streams	2026-08-12T04:08:34Z	2026-08-12T04:08:50Z	2026-08-12T04:16:40Z	false	src/amd/r300/vulkan/tests/r3v_native_vertex_carrier_harness.c	193	193	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1407#discussion_r3763557288	2764f7989dc378e53922bba1c717aafff544b5351b4ac19eee504dd884147e5a
31	PRRT_kwDOR3YK5M6Yc3Z_	1407	r3v: reject overlapping vertex carrier streams	2026-08-12T04:08:34Z	2026-08-12T04:08:50Z	2026-08-12T04:16:40Z	false	src/amd/r300/vulkan/tests/r3v_native_vertex_carrier_harness.c	303	303	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1407#discussion_r3763557291	e94c79e573033167cb12aa7b50dbaa66d8bce650ef6d54d1fe72d52449b4b31d
32	PRRT_kwDOR3YK5M6YiLxm	1476	r300: constrain intensity saturate to carrier semantics	2026-08-12T10:28:44Z	2026-08-12T10:29:02Z	2026-08-12T10:31:51Z	false	src/gallium/drivers/r300/r300_state_inlines.h	43	43	Oichkatzelesfrettschen;chatgpt-codex-connector	4	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1476#discussion_r3765600022	60a7b1a6198dfba5c8b2eb5a8b09f799fb840a088691d32ccbb7ff54cadedddb
33	PRRT_kwDOR3YK5M6YiMuz	1477	r3v: document hybrid compute queue opt-in	2026-08-12T10:30:29Z	2026-08-12T10:30:36Z	2026-08-12T10:32:52Z	false	src/amd/r300/vulkan/README.md	152	152	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1477#discussion_r3765605680	cab8ed600ca6055ff42fd85be8f50aa13b4dca8bd30f69678ca5897743a48f62
34	PRRT_kwDOR3YK5M6YiPRn	1478	r3v: honor caller temp root in arming test	2026-08-12T10:31:51Z	2026-08-12T10:31:58Z	2026-08-12T10:35:17Z	false	src/amd/r300/vulkan/tests/r3v_native_arming_test.c	148	148	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1478#discussion_r3765620587	1c456d8fec77227eba3bc1784b0fabbbe9df1530f7094a6d0775d49f140c0f70
35	PRRT_kwDOR3YK5M6YiliQ	1486	r3v: bind attended preflight to replay tool	2026-08-12T10:53:30Z	2026-08-12T10:53:42Z	2026-08-12T10:56:28Z	false	docs/hardware/r3v-native-attended-cell-procedure.md	107	107	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1486#discussion_r3765752512	00148af65a1c16abbc1f3603e8f120741a8256c724acb500cac7d209e321995e
36	PRRT_kwDOR3YK5M6Yimy3	1487	r300: state RS480 register survey authority	2026-08-12T10:55:25Z	2026-08-12T10:55:37Z	2026-08-12T10:57:33Z	false	src/gallium/drivers/r300/r300_reg.h	3538	3538	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1487#discussion_r3765760103	0060df5fd592324e2daa8f460c6a8a9ea689b5f03e19271469feb115f89c5d34
37	PRRT_kwDOR3YK5M6Ym2kE	1540	r300: bound C1B and C1C VAP re-ingest state	2026-08-12T14:31:12Z	2026-08-12T14:31:31Z	2026-08-12T14:36:59Z	false	src/gallium/drivers/r300/r300_r2vb.c	2320	2320	Oichkatzelesfrettschen;chatgpt-codex-connector	3	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1540#discussion_r3767397135	7f6a044ffd1e64745f19a5718c7bcbb1172332a02ebb13f6ad229aa956754a07
38	PRRT_kwDOR3YK5M6ZICHm	1589	r3v: drop the dead Gallium driver include from the native ICD	2026-08-14T00:30:38Z	2026-08-14T00:30:48Z	2026-08-14T00:33:46Z	false	src/amd/r300/vulkan/tests/r3v_source_header_audit.py	43	43	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1589#discussion_r3780127145	4cccbd80c0f7a508dec79bb811cd7cbc009751be313fe7974426882d81b14b25
39	PRRT_kwDOR3YK5M6ZIGc4	1590	r300: declare carrier position space in the delivery route	2026-08-14T00:37:00Z	2026-08-14T00:37:03Z	2026-08-14T00:41:12Z	false	src/amd/r300/vulkan/r3v_native_cell.c	445	445	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1590#discussion_r3780153385	ff78db405ec8141006e8119a2b1b5f8ec1b4c4febdacd13f677b2db2c29752e9
40	PRRT_kwDOR3YK5M6ZIGc_	1590	r300: declare carrier position space in the delivery route	2026-08-14T00:37:00Z	2026-08-14T00:37:03Z	2026-08-14T00:41:12Z	false	src/amd/r300/common/r300_delivery_route.h	34	34	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1590#discussion_r3780153392	5b8579e2804464c481996768eddb2c5d2c2d2cd46a9a02f83a6faddb26310afc
41	PRRT_kwDOR3YK5M6ZIGdC	1590	r300: declare carrier position space in the delivery route	2026-08-14T00:37:00Z	2026-08-14T00:37:03Z	2026-08-14T00:41:12Z	false	src/amd/r300/common/r300_delivery_route.c	18	18	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1590#discussion_r3780153395	54b6fd6f9296b5b5362665b44646fceede4d202c8db9d964492567c7219ecc26
42	PRRT_kwDOR3YK5M6ZIX10	1591	r300: establish the US program inside the R2VB producer pass	2026-08-14T00:55:32Z	2026-08-14T00:55:51Z	2026-08-14T01:05:15Z	false	src/amd/r300/common/tests/r300_r2vb_producer_manifest_check.py	331	331	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1591#discussion_r3780263174	c4a1ac13e373cff3fd1735f3adcae8427cc86a98520a32a0a5a367b0dcea0a7e
43	PRRT_kwDOR3YK5M6ZIX14	1591	r300: establish the US program inside the R2VB producer pass	2026-08-14T00:55:32Z	2026-08-14T00:55:51Z	2026-08-14T01:05:15Z	false	src/amd/r300/common/r300_r2vb_producer_manifest.c	112	112	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1591#discussion_r3780263179	49762439c49f5c1288e6c475a63472d28edcd699e9a69049e15d6baf3c3d041b
44	PRRT_kwDOR3YK5M6ZIX17	1591	r300: establish the US program inside the R2VB producer pass	2026-08-14T00:55:32Z	2026-08-14T00:55:51Z	2026-08-14T01:05:15Z	false	src/amd/r300/common/r300_r2vb_producer_fs_block.h	2	2	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1591#discussion_r3780263181	0a119f436e258c3c81e07f8099718ebbbdaf268023650964ad8e6adf2909aa36
45	PRRT_kwDOR3YK5M6ZIX2A	1591	r300: establish the US program inside the R2VB producer pass	2026-08-14T00:55:32Z	2026-08-14T00:55:51Z	2026-08-14T01:05:15Z	false	src/amd/r300/common/r300_r2vb_producer_pass.c	392	392	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1591#discussion_r3780263188	afa8072d7e80411f949c1aef7652d6fd1a5cd2c284a328af255a9a61468a1eab
46	PRRT_kwDOR3YK5M6ZIX2C	1591	r300: establish the US program inside the R2VB producer pass	2026-08-14T00:55:32Z	2026-08-14T00:55:51Z	2026-08-14T01:05:15Z	false	src/amd/r300/common/tests/r300_r2vb_producer_manifest_check.py	270	270	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1591#discussion_r3780263193	27f56e0844b34119694276aec3e5000210dc884113e586dcb034d90a7b431479
47	PRRT_kwDOR3YK5M6ZIj8A	1593	r3v: document the attended producer-cell procedure	2026-08-14T01:19:29Z	2026-08-14T01:19:39Z	2026-08-14T01:24:56Z	false	docs/hardware/r3v-native-attended-producer-procedure.md	15	15	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1593#discussion_r3780334729	90ef311456bde0cba1cf05a694290633ffaab2806dfa84327b28aab093f0545d
48	PRRT_kwDOR3YK5M6ZIj8E	1593	r3v: document the attended producer-cell procedure	2026-08-14T01:19:29Z	2026-08-14T01:19:39Z	2026-08-14T01:24:56Z	false	docs/hardware/r3v-native-attended-producer-procedure.md	53	53	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1593#discussion_r3780334732	bcf75f0c646ee73fbc0e00d8e683c7143caa345b2413158f28455da6608a0c71
49	PRRT_kwDOR3YK5M6ZIj8I	1593	r3v: document the attended producer-cell procedure	2026-08-14T01:19:29Z	2026-08-14T01:19:39Z	2026-08-14T01:24:56Z	false	docs/hardware/r3v-native-attended-producer-procedure.md	38	38	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1593#discussion_r3780334737	df61e480587355b49588c0b62fb4720d5b0c4b3d7db93c53bb8caf69ca61c460
50	PRRT_kwDOR3YK5M6ZIj8L	1593	r3v: document the attended producer-cell procedure	2026-08-14T01:19:29Z	2026-08-14T01:19:39Z	2026-08-14T01:24:56Z	false	docs/hardware/r3v-native-attended-producer-procedure.md	56	56	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1593#discussion_r3780334744	70f66a064d0e5c6f7212b7a7750c5fabc6815c158c2e1bf227b28b7d1f2a6a42
