work_group_id	review_path	source_anchor	thread_count	claim_group_count	pull_request_count	merged_pull_request_threads	closed_pull_request_threads	open_pull_request_threads	current_threads	outdated_threads	oldest_thread_created_at	newest_thread_created_at	representative_thread_id	classification_state	next_action
work-r3v-queue-c-r3v-replay-dispatch-struct-r3v-device-device-bb0c1d8647e5	src/amd/r300/vulkan/r3v_queue.c	r3v replay dispatch struct r3v device device	1	1	1	1	0	0	1	0	2026-08-21T23:46:35Z	2026-08-21T23:46:35Z	PRRT_kwDOR3YK5M6bUqtU	unassessed	inspect-current-main-and-history
work-r300-common-boundary-audit-py-original-line-28-c66244332c63	src/amd/r300/common/tests/r300_common_boundary_audit.py	original line 28	1	1	1	1	0	0	1	0	2026-08-22T07:02:40Z	2026-08-22T07:02:40Z	PRRT_kwDOR3YK5M6bXPWn	unassessed	inspect-current-main-and-history
work-r300-common-boundary-audit-py-original-line-67-71807bec458c	src/amd/r300/common/tests/r300_common_boundary_audit.py	original line 67	1	1	1	1	0	0	1	0	2026-08-22T07:02:40Z	2026-08-22T07:02:40Z	PRRT_kwDOR3YK5M6bXPWi	unassessed	inspect-current-main-and-history
work-r300-common-boundary-known-bad-object-c-original-line-8-bea2dbe3e603	src/amd/r300/common/tests/fixtures/r300_common_boundary_known_bad_object.c	original line 8	1	1	1	1	0	0	1	0	2026-08-22T07:02:40Z	2026-08-22T07:02:40Z	PRRT_kwDOR3YK5M6bXPWo	unassessed	inspect-current-main-and-history
work-r300-common-consumer-census-py-original-line-119-3d25326bbd82	src/amd/r300/common/tests/r300_common_consumer_census.py	original line 119	1	1	1	1	0	0	1	0	2026-08-22T07:32:44Z	2026-08-22T07:32:44Z	PRRT_kwDOR3YK5M6bXYQt	unassessed	inspect-current-main-and-history
work-readme-md-original-line-8-0f7910eed4ac	src/amd/r300/common/README.md	original line 8	1	1	1	1	0	0	1	0	2026-08-22T07:32:44Z	2026-08-22T07:32:44Z	PRRT_kwDOR3YK5M6bXYQs	unassessed	inspect-current-main-and-history
work-meson-build-if-with-tests-0d695476f279	src/amd/r300/vulkan/meson.build	if with tests	7	7	5	7	0	0	7	0	2026-08-22T09:04:38Z	2026-08-25T13:28:38Z	PRRT_kwDOR3YK5M6bXyZy	unassessed	inspect-current-main-and-history
work-r3v-gallium-ownership-disposition-py-original-line-224-cfd7e61ffee3	src/amd/r300/vulkan/tests/r3v_gallium_ownership_disposition.py	original line 224	1	1	1	1	0	0	1	0	2026-08-22T09:04:38Z	2026-08-22T09:04:38Z	PRRT_kwDOR3YK5M6bXyZv	unassessed	inspect-current-main-and-history
work-r3v-gallium-ownership-disposition-py-original-line-369-da7704d31223	src/amd/r300/vulkan/tests/r3v_gallium_ownership_disposition.py	original line 369	1	1	1	1	0	0	1	0	2026-08-22T09:04:38Z	2026-08-22T09:04:38Z	PRRT_kwDOR3YK5M6bXyZt	unassessed	inspect-current-main-and-history
work-r3v-native-burst-cell-harness-c-struct-burst-leg-0708f4f187e0	src/amd/r300/vulkan/tests/r3v_native_burst_cell_harness.c	struct burst leg	1	1	1	1	0	0	1	0	2026-08-22T21:08:55Z	2026-08-22T21:08:55Z	PRRT_kwDOR3YK5M6bbUz8	unassessed	inspect-current-main-and-history
work-readme-md-in-particular-ca665b7b1344	src/amd/r300/vulkan/README.md	in particular	1	1	1	1	0	0	1	0	2026-08-22T21:08:55Z	2026-08-22T21:08:55Z	PRRT_kwDOR3YK5M6bbUz_	unassessed	inspect-current-main-and-history
work-r300-vertex-job-nir-c-r300-vertex-job-spirv-to-4357e0030c4e	src/amd/r300/compiler/r300_vertex_job_nir.c	r300 vertex job spirv to nir const uint32 t words size t word count	1	1	1	1	0	0	1	0	2026-08-22T21:13:54Z	2026-08-22T21:13:54Z	PRRT_kwDOR3YK5M6bbWV0	unassessed	inspect-current-main-and-history
work-r3v-native-descriptor-test-c-original-line-268-60abce9b7060	src/amd/r300/vulkan/tests/r3v_native_descriptor_test.c	original line 268	1	1	1	1	0	0	1	0	2026-08-22T21:17:32Z	2026-08-22T21:17:32Z	PRRT_kwDOR3YK5M6bbXjE	unassessed	inspect-current-main-and-history
work-r3v-native-descriptor-test-c-original-line-356-959cc9e3f3d8	src/amd/r300/vulkan/tests/r3v_native_descriptor_test.c	original line 356	1	1	1	1	0	0	1	0	2026-08-22T21:17:32Z	2026-08-22T21:17:32Z	PRRT_kwDOR3YK5M6bbXjB	unassessed	inspect-current-main-and-history
work-r3v-native-descriptor-test-c-original-line-375-3161df917648	src/amd/r300/vulkan/tests/r3v_native_descriptor_test.c	original line 375	1	1	1	1	0	0	1	0	2026-08-22T21:17:32Z	2026-08-22T21:17:32Z	PRRT_kwDOR3YK5M6bbXi-	unassessed	inspect-current-main-and-history
work-r3v-native-descriptor-test-c-original-line-513-5d430b95f01e	src/amd/r300/vulkan/tests/r3v_native_descriptor_test.c	original line 513	1	1	1	1	0	0	1	0	2026-08-22T21:17:32Z	2026-08-22T21:17:32Z	PRRT_kwDOR3YK5M6bbXi7	unassessed	inspect-current-main-and-history
work-r3v-native-descriptor-test-c-original-line-8-6b039b02d892	src/amd/r300/vulkan/tests/r3v_native_descriptor_test.c	original line 8	1	1	1	1	0	0	1	0	2026-08-22T21:17:32Z	2026-08-22T21:17:32Z	PRRT_kwDOR3YK5M6bbXi9	unassessed	inspect-current-main-and-history
work-meson-build-if-with-tests-71b7dca6bbb7	src/gallium/drivers/r300/meson.build	if with tests	1	1	1	1	0	0	1	0	2026-08-22T21:28:19Z	2026-08-22T21:28:19Z	PRRT_kwDOR3YK5M6bbawf	unassessed	inspect-current-main-and-history
work-r300-r2vb-typed-route-oracle-test-c-original-line-15-69cedd691702	src/gallium/drivers/r300/tests/r300_r2vb_typed_route_oracle_test.c	original line 15	1	1	1	1	0	0	1	0	2026-08-22T21:28:19Z	2026-08-22T21:28:19Z	PRRT_kwDOR3YK5M6bbawY	unassessed	inspect-current-main-and-history
work-r300-r2vb-typed-route-oracle-test-c-original-line-25-98904491ae8e	src/gallium/drivers/r300/tests/r300_r2vb_typed_route_oracle_test.c	original line 25	1	1	1	1	0	0	1	0	2026-08-22T21:28:19Z	2026-08-22T21:28:19Z	PRRT_kwDOR3YK5M6bbawb	unassessed	inspect-current-main-and-history
work-r300-typed-carry-reference-check-py-original-line-78-38c20705741e	src/gallium/drivers/r300/tests/r300_typed_carry_reference_check.py	original line 78	1	1	1	1	0	0	1	0	2026-08-22T21:40:49Z	2026-08-22T21:40:49Z	PRRT_kwDOR3YK5M6bbfYO	unassessed	inspect-current-main-and-history
work-r300-typed-carry-reference-check-py-original-line-97-4e5214c49c2b	src/gallium/drivers/r300/tests/r300_typed_carry_reference_check.py	original line 97	1	1	1	1	0	0	1	0	2026-08-22T21:40:49Z	2026-08-22T21:40:49Z	PRRT_kwDOR3YK5M6bbfYM	unassessed	inspect-current-main-and-history
work-r300-typed-carry-reference-sha256-original-line-7-b412b6377dd1	src/gallium/drivers/r300/tests/typed_carry_corpus/r300_typed_carry_reference.sha256	original line 7	1	1	1	1	0	0	1	0	2026-08-22T21:40:49Z	2026-08-22T21:40:49Z	PRRT_kwDOR3YK5M6bbfYK	unassessed	inspect-current-main-and-history
work-r300-vertex-front-end-parity-manifest-original-line-1-697a7b4c2e43	src/amd/r300/compiler/tests/r300_vertex_front_end_parity.manifest	original line 1	1	1	1	1	0	0	1	0	2026-08-22T21:42:00Z	2026-08-22T21:42:00Z	PRRT_kwDOR3YK5M6bbfvI	unassessed	inspect-current-main-and-history
work-r300-vertex-front-end-parity-test-c-static-void-test-72006ada2107	src/amd/r300/compiler/tests/r300_vertex_front_end_parity_test.c	static void test front end parity void	1	1	1	1	0	0	1	0	2026-08-22T21:42:00Z	2026-08-22T21:42:00Z	PRRT_kwDOR3YK5M6bbfvK	unassessed	inspect-current-main-and-history
work-meson-options-option-cf4f4737a530	meson.options	option	1	1	1	1	0	0	1	0	2026-08-22T22:00:13Z	2026-08-22T22:00:13Z	PRRT_kwDOR3YK5M6bblRq	unassessed	inspect-current-main-and-history
work-3-r300-full-debug-optimized-x86-64v1-clang22-distcc-cache-e11f7468afe9	build-infra/configs/3_r300_full_debug_optimized_x86_64v1-clang22-distcc-cache.meson	platforms x11 wayland	1	1	1	1	0	0	1	0	2026-08-22T22:00:14Z	2026-08-22T22:00:14Z	PRRT_kwDOR3YK5M6bblRw	unassessed	inspect-current-main-and-history
work-r3v-dp4-fs-nir-c-original-line-54-4347a71260e5	src/amd/r300/vulkan/r3v_dp4_fs_nir.c	original line 54	1	1	1	1	0	0	1	0	2026-08-22T22:00:14Z	2026-08-22T22:00:14Z	PRRT_kwDOR3YK5M6bblR1	unassessed	inspect-current-main-and-history
work-r3v-qualification-inventory-py-original-line-206-f8a335e9bde5	src/amd/r300/vulkan/tests/r3v_qualification_inventory.py	original line 206	1	1	1	1	0	0	1	0	2026-08-22T22:00:14Z	2026-08-22T22:00:14Z	PRRT_kwDOR3YK5M6bblR3	unassessed	inspect-current-main-and-history
work-readme-md-rs480-family-integrated-graphics-processors-33f187f923d6	src/amd/r300/vulkan/README.md	rs480 family integrated graphics processors	1	1	1	1	0	0	1	0	2026-08-22T22:00:14Z	2026-08-22T22:00:14Z	PRRT_kwDOR3YK5M6bblRz	unassessed	inspect-current-main-and-history
work-makefile-artifact-check-source-root-check-vostro-prefix-check-7f7d1809db78	build-infra/Makefile	artifact check source root check vostro prefix check	2	2	2	2	0	0	2	0	2026-08-22T22:05:11Z	2026-08-24T01:33:25Z	PRRT_kwDOR3YK5M6bbmu5	unassessed	inspect-current-main-and-history
work-r3v-physical-device-c-r3v-physical-device-init-properties-struct-087d6f8518c2	src/amd/r300/vulkan/r3v_physical_device.c	r3v physical device init properties struct vk properties const props	1	1	1	1	0	0	1	0	2026-08-22T22:05:11Z	2026-08-22T22:05:11Z	PRRT_kwDOR3YK5M6bbmu7	unassessed	inspect-current-main-and-history
work-r3v-rename-ratchet-py-original-line-122-4879ede8fa40	src/amd/r300/vulkan/tests/r3v_rename_ratchet.py	original line 122	1	1	1	1	0	0	1	0	2026-08-22T22:10:27Z	2026-08-22T22:10:27Z	PRRT_kwDOR3YK5M6bboN8	unassessed	inspect-current-main-and-history
work-r3v-rename-ratchet-py-original-line-71-bdd5f6f80b13	src/amd/r300/vulkan/tests/r3v_rename_ratchet.py	original line 71	1	1	1	1	0	0	1	0	2026-08-22T22:10:27Z	2026-08-22T22:10:27Z	PRRT_kwDOR3YK5M6bboN9	unassessed	inspect-current-main-and-history
work-r3v-rename-allowlist-txt-original-line-14-40a92d3cde2c	docs/r3v-rename-allowlist.txt	original line 14	1	1	1	1	0	0	1	0	2026-08-22T22:10:28Z	2026-08-22T22:10:28Z	PRRT_kwDOR3YK5M6bboOB	unassessed	inspect-current-main-and-history
work-r3v-rename-ratchet-py-original-line-118-a64276270e43	src/amd/r300/vulkan/tests/r3v_rename_ratchet.py	original line 118	1	1	1	1	0	0	1	0	2026-08-22T22:10:28Z	2026-08-22T22:10:28Z	PRRT_kwDOR3YK5M6bboN_	unassessed	inspect-current-main-and-history
work-r3v-rename-ratchet-py-original-line-38-c4f30cf20c32	src/amd/r300/vulkan/tests/r3v_rename_ratchet.py	original line 38	1	1	1	1	0	0	1	0	2026-08-22T22:10:28Z	2026-08-22T22:10:28Z	PRRT_kwDOR3YK5M6bboN-	unassessed	inspect-current-main-and-history
work-r3v-rename-ratchet-py-original-line-88-12c30eebeffb	src/amd/r300/vulkan/tests/r3v_rename_ratchet.py	original line 88	1	1	1	1	0	0	1	0	2026-08-22T22:10:28Z	2026-08-22T22:10:28Z	PRRT_kwDOR3YK5M6bboOA	unassessed	inspect-current-main-and-history
work-driver-root-audit-py-original-line-35-d582aea61d41	build-infra/scripts/driver_root_audit.py	original line 35	1	1	1	1	0	0	1	0	2026-08-22T22:12:37Z	2026-08-22T22:12:37Z	PRRT_kwDOR3YK5M6bbo3X	unassessed	inspect-current-main-and-history
work-mesa-profile-sh-original-line-4-3b40fa3bf7e7	build-infra/packaging/mesa-gororoba/mesa-gororoba-profile.sh	original line 4	1	1	1	1	0	0	1	0	2026-08-22T22:12:37Z	2026-08-22T22:12:37Z	PRRT_kwDOR3YK5M6bbo3R	unassessed	inspect-current-main-and-history
work-pkgbuild-build-b8fcb98748bd	build-infra/packaging/mesa-gororoba/PKGBUILD	build	2	2	1	2	0	0	2	0	2026-08-22T22:12:37Z	2026-08-22T22:12:37Z	PRRT_kwDOR3YK5M6bbo3U	unassessed	inspect-current-main-and-history
work-pkgbuild-install-pkgname-install-d2078529a9e0	build-infra/packaging/mesa-gororoba-debug-optimized/PKGBUILD	install pkgname install	1	1	1	1	0	0	1	0	2026-08-22T22:12:37Z	2026-08-22T22:12:37Z	PRRT_kwDOR3YK5M6bbo3Y	unassessed	inspect-current-main-and-history
work-r3v-implementation-boundaries-md-and-drm-shim-evidence-rather-than-0f646a640c77	docs/hardware/r3v-implementation-boundaries.md	and drm shim evidence rather than gpu transfer or silicon evidence broader	1	1	1	1	0	0	1	0	2026-08-22T22:22:49Z	2026-08-22T22:22:49Z	PRRT_kwDOR3YK5M6bbr45	unassessed	inspect-current-main-and-history
work-r3v-implementation-boundaries-md-native-initializer-fc6b69c1932e	docs/hardware/r3v-implementation-boundaries.md	native initializer	1	1	1	1	0	0	1	0	2026-08-22T22:22:49Z	2026-08-22T22:22:49Z	PRRT_kwDOR3YK5M6bbr4y	unassessed	inspect-current-main-and-history
work-r3v-implementation-boundaries-md-owned-bo-under-an-explicit-unsnooped-2732e4c47964	docs/hardware/r3v-implementation-boundaries.md	owned bo under an explicit unsnooped uma visibility contract	1	1	1	1	0	0	1	0	2026-08-22T22:22:49Z	2026-08-22T22:22:49Z	PRRT_kwDOR3YK5M6bbr48	unassessed	inspect-current-main-and-history
work-r3v-implementation-boundaries-md-rg-n-fixed-strings-e-r3v-83347987e20b	docs/hardware/r3v-implementation-boundaries.md	rg n fixed strings e r3v native loader application	1	1	1	1	0	0	1	0	2026-08-22T22:22:49Z	2026-08-22T22:22:49Z	PRRT_kwDOR3YK5M6bbr42	unassessed	inspect-current-main-and-history
work-readme-md-gallium-draw-software-tcl-because-mesa-classifies-the-d11e6446f556	src/amd/r300/vulkan/README.md	gallium draw software tcl because mesa classifies the family with	1	1	1	1	0	0	1	0	2026-08-22T22:22:49Z	2026-08-22T22:22:49Z	PRRT_kwDOR3YK5M6bbr4z	unassessed	inspect-current-main-and-history
work-r3v-physical-device-c-r3v-get-image-format-properties-3dc19611b8c7	src/amd/r300/vulkan/r3v_physical_device.c	r3v get image format properties	5	5	2	5	0	0	5	0	2026-08-22T22:32:20Z	2026-08-26T06:29:15Z	PRRT_kwDOR3YK5M6bbuo0	unassessed	inspect-current-main-and-history
work-r3v-native-submit-order-harness-c-original-line-229-be77caafb553	src/amd/r300/vulkan/tests/r3v_native_submit_order_harness.c	original line 229	1	1	1	1	0	0	1	0	2026-08-22T22:52:08Z	2026-08-22T22:52:08Z	PRRT_kwDOR3YK5M6bb0RX	unassessed	inspect-current-main-and-history
work-r3v-native-submit-order-harness-c-original-line-236-d596cce2f069	src/amd/r300/vulkan/tests/r3v_native_submit_order_harness.c	original line 236	1	1	1	1	0	0	1	0	2026-08-22T22:52:08Z	2026-08-22T22:52:08Z	PRRT_kwDOR3YK5M6bb0RZ	unassessed	inspect-current-main-and-history
work-r3v-native-submit-order-harness-c-original-line-727-abaa3d9a6943	src/amd/r300/vulkan/tests/r3v_native_submit_order_harness.c	original line 727	1	1	1	1	0	0	1	0	2026-08-22T22:52:08Z	2026-08-22T22:52:08Z	PRRT_kwDOR3YK5M6bb0Ra	unassessed	inspect-current-main-and-history
work-r300-retained-route-digests-h-original-line-21-1cc15cd19e5e	src/amd/r300/common/tests/r300_retained_route_digests.h	original line 21	1	1	1	1	0	0	1	0	2026-08-22T22:55:48Z	2026-08-22T22:55:48Z	PRRT_kwDOR3YK5M6bb1Y1	unassessed	inspect-current-main-and-history
work-r3v-native-route-timing-digest-test-c-main-void-34efd76d8d3c	src/amd/r300/vulkan/tests/r3v_native_route_timing_digest_test.c	main void	1	1	1	1	0	0	1	0	2026-08-22T22:55:48Z	2026-08-22T22:55:48Z	PRRT_kwDOR3YK5M6bb1Y3	unassessed	inspect-current-main-and-history
work-r300-vertex-spirv-c-admit-module-const-uint32-t-words-6bb0947e38d3	src/amd/r300/common/r300_vertex_spirv.c	admit module const uint32 t words size t word count	1	1	1	1	0	0	1	0	2026-08-22T23:05:10Z	2026-08-22T23:05:10Z	PRRT_kwDOR3YK5M6bb35C	unassessed	inspect-current-main-and-history
work-r300-cpu-vertex-c-r300-cpu-vertex-gather-baseline-ba812ac4b422	src/amd/r300/cpu/r300_cpu_vertex.c	r300 cpu vertex gather baseline	1	1	1	1	0	0	1	0	2026-08-22T23:16:45Z	2026-08-22T23:16:45Z	PRRT_kwDOR3YK5M6bb7Gl	unassessed	inspect-current-main-and-history
work-r3v-native-submit-order-harness-c-run-arm-enum-arm-e2b8586c7be2	src/amd/r300/vulkan/tests/r3v_native_submit_order_harness.c	run arm enum arm arm const char name	2	2	2	2	0	0	2	0	2026-08-22T23:16:45Z	2026-08-23T08:52:43Z	PRRT_kwDOR3YK5M6bb7Gp	unassessed	inspect-current-main-and-history
work-r300-vertex-stream-h-struct-r300-vertex-stream-7a2a30d0e690	src/amd/r300/common/r300_vertex_stream.h	struct r300 vertex stream	1	1	1	1	0	0	1	0	2026-08-22T23:16:46Z	2026-08-22T23:16:46Z	PRRT_kwDOR3YK5M6bb7Gt	unassessed	inspect-current-main-and-history
work-r300-delivery-route-c-r300-delivery-route-resolve-const-char-1a2bae6d8781	src/amd/r300/common/r300_delivery_route.c	r300 delivery route resolve const char gate value	1	1	1	1	0	0	1	0	2026-08-23T01:30:08Z	2026-08-23T01:30:08Z	PRRT_kwDOR3YK5M6bcdSF	unassessed	inspect-current-main-and-history
work-r3v-native-attended-fetched-gpu-producer-procedure-md-original-line-d14af10c5b7a	docs/hardware/r3v-native-attended-fetched-gpu-producer-procedure.md	original line 76	1	1	1	1	0	0	1	0	2026-08-23T01:37:46Z	2026-08-23T01:37:46Z	PRRT_kwDOR3YK5M6bcfKS	unassessed	inspect-current-main-and-history
work-r3v-native-fetched-gpu-producer-arming-runner-check-py-original-5cbe87912df9	src/amd/r300/vulkan/tests/r3v_native_fetched_gpu_producer_arming_runner_check.py	original line 124	1	1	1	1	0	0	1	0	2026-08-23T01:37:46Z	2026-08-23T01:37:46Z	PRRT_kwDOR3YK5M6bcfKQ	unassessed	inspect-current-main-and-history
work-r3v-native-cell-c-admit-fetched-producer-struct-r3v-native-0049d6bdab02	src/amd/r300/vulkan/r3v_native_cell.c	admit fetched producer struct r3v native device device	1	1	1	1	0	0	1	0	2026-08-23T01:40:37Z	2026-08-23T01:40:37Z	PRRT_kwDOR3YK5M6bcf4J	unassessed	inspect-current-main-and-history
work-rs482-native-delivery-route-admission-and-oracle-model-md-format-8e166018fb84	docs/hardware/rs482-native-delivery-route-admission-and-oracle-model.md	format and returns one decision the cpu route by default the r2vb host model	3	3	1	3	0	0	3	0	2026-08-23T05:09:32Z	2026-08-23T05:09:32Z	PRRT_kwDOR3YK5M6bdRyV	unassessed	inspect-current-main-and-history
work-r300-fetched-route-digests-h-original-line-11-46dc65000f0e	src/amd/r300/common/tests/r300_fetched_route_digests.h	original line 11	1	1	1	1	0	0	1	0	2026-08-23T06:13:41Z	2026-08-23T06:13:41Z	PRRT_kwDOR3YK5M6bdhiV	unassessed	inspect-current-main-and-history
work-r3v-native-route-timing-digest-test-c-main-int-argc-d160cbadb9e4	src/amd/r300/vulkan/tests/r3v_native_route_timing_digest_test.c	main int argc char argv	1	1	1	1	0	0	1	0	2026-08-23T06:28:10Z	2026-08-23T06:28:10Z	PRRT_kwDOR3YK5M6bdlO7	unassessed	inspect-current-main-and-history
work-r300-delivery-route-h-original-line-36-ee6de2cf8d04	src/amd/r300/common/r300_delivery_route.h	original line 36	1	1	1	1	0	0	1	0	2026-08-23T07:01:20Z	2026-08-23T07:01:20Z	PRRT_kwDOR3YK5M6bduD0	unassessed	inspect-current-main-and-history
work-r300-delivery-route-h-original-line-35-1cd594729aa6	src/amd/r300/common/r300_delivery_route.h	original line 35	1	1	1	1	0	0	1	0	2026-08-23T07:04:06Z	2026-08-23T07:04:06Z	PRRT_kwDOR3YK5M6bdux7	unassessed	inspect-current-main-and-history
work-r300-tcl-bypass-triangle-c-original-line-35-47d27cd7183b	src/amd/r300/common/r300_tcl_bypass_triangle.c	original line 35	1	1	1	1	0	0	1	0	2026-08-23T07:41:41Z	2026-08-23T07:41:41Z	PRRT_kwDOR3YK5M6bd5Hs	unassessed	inspect-current-main-and-history
work-r3v-native-attended-varying-triangle-c-original-line-42-fdc13499674f	src/amd/r300/vulkan/tests/r3v_native_attended_varying_triangle.c	original line 42	1	1	1	1	0	0	1	0	2026-08-23T07:41:41Z	2026-08-23T07:41:41Z	PRRT_kwDOR3YK5M6bd5Hx	unassessed	inspect-current-main-and-history
work-r300-varying-cell-digests-h-original-line-11-b5a9ecf3c0af	src/amd/r300/common/tests/r300_varying_cell_digests.h	original line 11	1	1	1	1	0	0	1	0	2026-08-23T07:54:00Z	2026-08-23T07:54:00Z	PRRT_kwDOR3YK5M6bd9aZ	unassessed	inspect-current-main-and-history
work-r3v-native-draw-c-r3v-cmddraw-vkcommandbuffer-commandbuffer-uint32-t-3b03554923a2	src/amd/r300/vulkan/r3v_native_draw.c	r3v cmddraw vkcommandbuffer commandbuffer uint32 t vertexcount	1	1	1	1	0	0	1	0	2026-08-23T08:52:43Z	2026-08-23T08:52:43Z	PRRT_kwDOR3YK5M6beOn6	unassessed	inspect-current-main-and-history
work-r300-cpu-vertex-job-c-static-inline-uint32-t-vertex-3c4811258b28	src/amd/r300/cpu/r300_cpu_vertex_job.c	static inline uint32 t vertex number const uint32 t vertex ids	1	1	1	1	0	0	1	0	2026-08-23T10:01:22Z	2026-08-23T10:01:22Z	PRRT_kwDOR3YK5M6beiHT	unassessed	inspect-current-main-and-history
work-r300-triangle-manifest-c-main-int-argc-char-argv-f7cd5813dd0c	src/amd/r300/common/r300_triangle_manifest.c	main int argc char argv	2	2	1	2	0	0	2	0	2026-08-23T10:01:22Z	2026-08-23T10:01:23Z	PRRT_kwDOR3YK5M6beiHU	unassessed	inspect-current-main-and-history
work-r300-cpu-vertex-job-c-int-r300-cpu-vertex-job-7958d484ed2d	src/amd/r300/cpu/r300_cpu_vertex_job.c	int r300 cpu vertex job validate const struct r300 vertex job job	1	1	1	1	0	0	1	0	2026-08-23T10:01:23Z	2026-08-23T10:01:23Z	PRRT_kwDOR3YK5M6beiHa	unassessed	inspect-current-main-and-history
work-r300-compute-identity-carrier-c-original-line-57-dbbde9690099	src/amd/r300/common/r300_compute_identity_carrier.c	original line 57	1	1	1	1	0	0	1	0	2026-08-23T10:26:39Z	2026-08-23T10:26:39Z	PRRT_kwDOR3YK5M6bepfT	unassessed	inspect-current-main-and-history
work-r3v-native-compute-c-r3v-native-cmd-buffer-execute-deferred-c0ced8e843f8	src/amd/r300/vulkan/r3v_native_compute.c	r3v native cmd buffer execute deferred dispatch	2	2	1	2	0	0	2	0	2026-08-23T10:26:39Z	2026-08-23T10:26:39Z	PRRT_kwDOR3YK5M6bepfW	unassessed	inspect-current-main-and-history
work-r3v-native-queue-c-enum-r3v-native-observed-route-bac9b09ccbb5	src/amd/r300/vulkan/r3v_native_queue.c	enum r3v native observed route	1	1	1	1	0	0	1	0	2026-08-23T10:26:39Z	2026-08-23T10:26:39Z	PRRT_kwDOR3YK5M6bepfU	unassessed	inspect-current-main-and-history
work-r3v-qualification-inventory-py-original-line-115-b7998f1a8b6c	src/amd/r300/vulkan/tests/r3v_qualification_inventory.py	original line 115	1	1	1	1	0	0	1	0	2026-08-23T10:26:39Z	2026-08-23T10:26:39Z	PRRT_kwDOR3YK5M6bepfX	unassessed	inspect-current-main-and-history
work-r3v-native-arming-runner-c-main-int-argc-char-argv-c11be7853cf4	src/amd/r300/vulkan/tests/r3v_native_arming_runner.c	main int argc char argv	2	2	2	2	0	0	2	0	2026-08-23T10:34:58Z	2026-08-26T06:46:49Z	PRRT_kwDOR3YK5M6ber32	unassessed	inspect-current-main-and-history
work-r3v-native-attended-compute-identity-c-original-line-509-453dca74e074	src/amd/r300/vulkan/tests/r3v_native_attended_compute_identity.c	original line 509	1	1	1	1	0	0	1	0	2026-08-23T10:34:58Z	2026-08-23T10:34:58Z	PRRT_kwDOR3YK5M6ber34	unassessed	inspect-current-main-and-history
work-r3v-native-attended-compute-identity-procedure-md-original-line-28-4ff061f7aae3	docs/hardware/r3v-native-attended-compute-identity-procedure.md	original line 28	1	1	1	1	0	0	1	0	2026-08-23T10:34:58Z	2026-08-23T10:34:58Z	PRRT_kwDOR3YK5M6ber36	unassessed	inspect-current-main-and-history
work-r3v-native-attended-compute-identity-procedure-md-original-line-70-d474a4319fec	docs/hardware/r3v-native-attended-compute-identity-procedure.md	original line 70	1	1	1	1	0	0	1	0	2026-08-23T10:34:58Z	2026-08-23T10:34:58Z	PRRT_kwDOR3YK5M6ber33	unassessed	inspect-current-main-and-history
work-r300-compute-identity-carrier-digests-h-original-line-12-35ea05cbc68d	src/amd/r300/common/tests/r300_compute_identity_carrier_digests.h	original line 12	1	1	1	1	0	0	1	0	2026-08-23T16:28:26Z	2026-08-23T16:28:26Z	PRRT_kwDOR3YK5M6bgkg8	unassessed	inspect-current-main-and-history
work-r3v-implementation-boundaries-md-reference-pass-offline-kernel-parser-re-c3000375a3dc	docs/hardware/r3v-implementation-boundaries.md	reference pass offline kernel parser replay with known bad arms	2	2	1	2	0	0	2	0	2026-08-23T16:28:26Z	2026-08-23T16:28:26Z	PRRT_kwDOR3YK5M6bgkg9	unassessed	inspect-current-main-and-history
work-r300-compute-verb-c-r300-compute-verb-rows-valid-const-fb88b09d2bae	src/amd/r300/common/r300_compute_verb.c	r300 compute verb rows valid const struct r300 compute verb row table	1	1	1	1	0	0	1	0	2026-08-23T21:06:41Z	2026-08-23T21:06:41Z	PRRT_kwDOR3YK5M6biIrZ	unassessed	inspect-current-main-and-history
work-r300-compute-verb-h-enum-r300-compute-verb-2d9ca2088e13	src/amd/r300/common/r300_compute_verb.h	enum r300 compute verb	1	1	1	1	0	0	1	0	2026-08-23T21:06:42Z	2026-08-23T21:06:42Z	PRRT_kwDOR3YK5M6biIrd	unassessed	inspect-current-main-and-history
work-r300-numeric-domain-c-const-struct-r300-virtual-op-info-1d6e693ef6e2	src/amd/r300/common/r300_numeric_domain.c	const struct r300 virtual op info r300 virtual op catalog	1	1	1	1	0	0	1	0	2026-08-23T21:06:42Z	2026-08-23T21:06:42Z	PRRT_kwDOR3YK5M6biIrb	unassessed	inspect-current-main-and-history
work-r300-common-liveness-census-py-original-line-432-6ba43bd5cb0e	src/amd/r300/common/tests/r300_common_liveness_census.py	original line 432	1	1	1	1	0	0	1	0	2026-08-23T21:19:49Z	2026-08-23T21:19:49Z	PRRT_kwDOR3YK5M6biNXI	unassessed	inspect-current-main-and-history
work-agents-md-emitting-after-issuing-the-prefetch-the-one-wait-8af6c430f1a2	AGENTS.md	emitting after issuing the prefetch the one wait lands at end of ib before	1	1	1	1	0	0	1	0	2026-08-23T21:27:24Z	2026-08-23T21:27:24Z	PRRT_kwDOR3YK5M6biQDP	unassessed	inspect-current-main-and-history
work-agents-md-source-comments-name-durable-mechanisms-exact-chip-isa-d2c3912f060e	AGENTS.md	source comments name durable mechanisms exact chip isa register rule api spec	1	1	1	1	0	0	1	0	2026-08-23T21:27:24Z	2026-08-23T21:27:24Z	PRRT_kwDOR3YK5M6biQDN	unassessed	inspect-current-main-and-history
