corpus_rank	thread_id	path_group_id	source_group_id	claim_group_id	work_group_id
85	PRRT_kwDOR3YK5M6Zc7p9	path-r300-r2vb-float2-tuple-pass-c-b09f74cd9274	source-r300-r2vb-float2-tuple-pass-c-original-line-323-468f7ae24050	claim-r300-r2vb-float2-tuple-pass-c-reset-the-lower-vertex-f1fe3c1ac00c	work-r300-r2vb-float2-tuple-pass-c-original-line-323-468f7ae24050
86	PRRT_kwDOR3YK5M6Zdt0h	path-r3v-native-float2-tuple-arming-runner-check-py-b35c8aa0c28b	source-r3v-native-float2-tuple-arming-runner-check-py-original-line-a97abc06db8a	claim-r3v-native-float2-tuple-arming-runner-check-py-calibrate-the-842281d429a4	work-r3v-native-float2-tuple-arming-runner-check-py-original-line-a97abc06db8a
87	PRRT_kwDOR3YK5M6Zdt0i	path-meson-build-90733826a0f8	source-meson-build-if-get-option-r3v-native-backend-d69517bd1b58	claim-meson-build-include-the-tuple-tests-in-the-qualification-inventory-c8ff30cf946a	work-meson-build-if-get-option-r3v-native-backend-d69517bd1b58
88	PRRT_kwDOR3YK5M6Zdt0k	path-r3v-native-attended-float2-tuple-procedure-md-4699494e3bcf	source-r3v-native-attended-float2-tuple-procedure-md-original-line-25-85f30a8c16f8	claim-r3v-native-attended-float2-tuple-procedure-md-replace-the-inherited-8800eb96726c	work-r3v-native-attended-float2-tuple-procedure-md-original-line-25-85f30a8c16f8
89	PRRT_kwDOR3YK5M6Zdt0l	path-r3v-native-attended-float2-tuple-c-63dcb8c1df30	source-r3v-native-attended-float2-tuple-c-original-line-2-a73dd8e05433	claim-r3v-native-attended-float2-tuple-c-add-real-copyright-lines-9dad13d4cf77	work-r3v-native-attended-float2-tuple-c-original-line-2-a73dd8e05433
90	PRRT_kwDOR3YK5M6Zdt0n	path-r3v-native-attended-float2-tuple-c-63dcb8c1df30	source-r3v-native-attended-float2-tuple-c-original-line-356-2f2d868ef5b3	claim-r3v-native-attended-float2-tuple-c-reserve-every-readback-artifact-f88840fbb343	work-r3v-native-attended-float2-tuple-c-original-line-356-2f2d868ef5b3
91	PRRT_kwDOR3YK5M6ZjF1o	path-r3v-native-float2-tuple-cell-harness-c-8871d0377b29	source-r3v-native-float2-tuple-cell-harness-c-original-line-240-b0f277bf9f68	claim-r3v-native-float2-tuple-cell-harness-c-respect-the-configured-c9b8a14923c9	work-r3v-native-float2-tuple-cell-harness-c-original-line-240-b0f277bf9f68
92	PRRT_kwDOR3YK5M6Zjitu	path-r300-pm4-builder-c-2fcc98e5386a	source-r300-pm4-builder-c-r300-pm4-reloc-nop-struct-r300-9487ac93309d	claim-r300-pm4-builder-c-accept-the-full-24-bit-vertex-9b833dc817b3	work-r300-pm4-builder-c-r300-pm4-reloc-nop-struct-r300-9487ac93309d
93	PRRT_kwDOR3YK5M6Zj7c7	path-r300-r2vb-fetch-pass-c-cc28224170cc	source-r300-r2vb-fetch-pass-c-original-line-52-4e6657b531ac	claim-r300-r2vb-fetch-pass-c-reject-65-536-vertices-before-5f6aa9b1919a	work-r300-r2vb-fetch-pass-c-original-line-52-4e6657b531ac
94	PRRT_kwDOR3YK5M6Zj8uP	path-r300-r2vb-target-state-c-cba8ddcf0355	source-r300-r2vb-target-state-c-original-line-14-b8fea61266c7	claim-r300-r2vb-target-state-c-accept-the-full-13-bit-a564c84514ad	work-r300-r2vb-target-state-c-original-line-14-b8fea61266c7
95	PRRT_kwDOR3YK5M6Zj9sd	path-r300-pm4-compose-c-b2d9ec8cf1cb	source-r300-pm4-compose-c-original-line-57-db468d44f692	claim-r300-pm4-compose-c-reject-writers-aliased-through-the-role-7dcc2117af38	work-r300-pm4-compose-c-original-line-57-db468d44f692
96	PRRT_kwDOR3YK5M6Zj9sf	path-r300-pm4-compose-c-b2d9ec8cf1cb	source-r300-pm4-compose-c-original-line-82-a347fdb08ae0	claim-r300-pm4-compose-c-reject-relocation-indexes-that-overflow-the-00e77acde955	work-r300-pm4-compose-c-original-line-82-a347fdb08ae0
97	PRRT_kwDOR3YK5M6Zj9sg	path-r300-pm4-compose-h-5cacaa647d2d	source-r300-pm4-compose-h-original-line-37-c0b032443e4c	claim-r300-pm4-compose-h-ground-the-kernel-resolution-claim-in-2b5527ef7dfc	work-r300-pm4-compose-h-original-line-37-c0b032443e4c
98	PRRT_kwDOR3YK5M6Zj9si	path-r300-pm4-compose-c-b2d9ec8cf1cb	source-r300-pm4-compose-c-original-line-45-23691b3cb161	claim-r300-pm4-compose-c-reject-duplicate-descriptors-for-one-relocation-399210707065	work-r300-pm4-compose-c-original-line-45-23691b3cb161
99	PRRT_kwDOR3YK5M6ZkBxx	path-r300-r2vb-reingest-compose-parity-test-c-6bc2c65c58a4	source-r300-r2vb-reingest-compose-parity-test-c-original-line-109-a8e7ea9893ff	claim-r300-r2vb-reingest-compose-parity-test-c-compare-relocation-domains-c07b87024086	work-r300-r2vb-reingest-compose-parity-test-c-original-line-109-a8e7ea9893ff
100	PRRT_kwDOR3YK5M6ZkUvF	path-r3v-native-attended-float2-tuple-procedure-md-4699494e3bcf	source-r3v-native-attended-float2-tuple-procedure-md-producer-cell-host-00f279c830ed	claim-r3v-native-attended-float2-tuple-procedure-md-correct-the-three-9056204044c9	work-r3v-native-attended-float2-tuple-procedure-md-producer-cell-host-00f279c830ed
101	PRRT_kwDOR3YK5M6Zm_Mk	path-r300-r2vb-reingest-compose-parity-test-c-6bc2c65c58a4	source-r300-r2vb-reingest-compose-parity-test-c-main-void-0663bcaf5282	claim-r300-r2vb-reingest-compose-parity-test-c-replace-the-deictic-c2a46214d4a4	work-r300-r2vb-reingest-compose-parity-test-c-main-void-0663bcaf5282
102	PRRT_kwDOR3YK5M6ZpvmL	path-r3v-native-status-load-machine-c-b444867b6534	source-r3v-native-status-load-machine-c-original-line-92-4881287da589	claim-r3v-native-status-load-machine-c-reuse-the-failed-sequence-fb82c670e436	work-r3v-native-status-load-machine-c-original-line-92-4881287da589
103	PRRT_kwDOR3YK5M6ZpvmN	path-r3v-native-status-load-machine-c-b444867b6534	source-r3v-native-status-load-machine-c-original-line-219-e4798369535b	claim-r3v-native-status-load-machine-c-require-a-fresh-enter-1e87c3c98b06	work-r3v-native-status-load-machine-c-original-line-219-e4798369535b
104	PRRT_kwDOR3YK5M6ZpvmP	path-r3v-native-status-load-machine-c-b444867b6534	source-r3v-native-status-load-machine-c-original-line-24-2cdddcdbd68b	claim-r3v-native-status-load-machine-c-reject-malformed-json-fields-91abb2df5d37	work-r3v-native-status-load-machine-c-original-line-24-2cdddcdbd68b
105	PRRT_kwDOR3YK5M6ZpvmS	path-r3v-native-status-load-machine-test-c-a3b5859a92a9	source-r3v-native-status-load-machine-test-c-original-line-368-e6de72baa5db	claim-r3v-native-status-load-machine-test-c-fail-calibration-when-988783d2eba0	work-r3v-native-status-load-machine-test-c-original-line-368-e6de72baa5db
106	PRRT_kwDOR3YK5M6ZpvmV	path-r3v-native-status-load-machine-c-b444867b6534	source-r3v-native-status-load-machine-c-original-line-253-9a501207c2af	claim-r3v-native-status-load-machine-c-retain-the-carrier-before-acf23e9e1d0b	work-r3v-native-status-load-machine-c-original-line-253-9a501207c2af
107	PRRT_kwDOR3YK5M6Zpwd7	path-r300-screen-c-3a89e03d7bcd	source-r300-screen-c-static-void-r300-query-memory-info-struct-c8fd947a65f3	claim-r300-screen-c-record-discovery-for-the-callback-flow-claim-6c24371b52cc	work-r300-screen-c-static-void-r300-query-memory-info-struct-c8fd947a65f3
108	PRRT_kwDOR3YK5M6ZqoN-	path-r3v-native-attended-status-load-float2-tuple-c-8db51e4758a9	source-r3v-native-attended-status-load-float2-tuple-c-original-line-c7a0c9cb6543	claim-r3v-native-attended-status-load-float2-tuple-c-preserve-evidence-4262f7c68f20	work-r3v-native-attended-status-load-float2-tuple-c-original-line-c7a0c9cb6543
109	PRRT_kwDOR3YK5M6ZqoN_	path-r3v-native-attended-status-load-float2-tuple-c-8db51e4758a9	source-r3v-native-attended-status-load-float2-tuple-c-original-line-df8de5c5816b	claim-r3v-native-attended-status-load-float2-tuple-c-validate-the-023e5dc230b2	work-r3v-native-attended-status-load-float2-tuple-c-original-line-df8de5c5816b
110	PRRT_kwDOR3YK5M6ZqoOA	path-r3v-native-attended-status-load-float2-tuple-c-8db51e4758a9	source-r3v-native-attended-status-load-float2-tuple-c-original-line-f54e01d99599	claim-r3v-native-attended-status-load-float2-tuple-c-gate-the-2ec54e8b6e37	work-r3v-native-attended-status-load-float2-tuple-c-original-line-f54e01d99599
111	PRRT_kwDOR3YK5M6ZrX1D	path-r3v-native-serial-cell-harness-c-b198f0d3b00f	source-r3v-native-serial-cell-harness-c-original-line-127-041f3de92859	claim-r3v-native-serial-cell-harness-c-derive-the-harness-directory-9eef7ea1bebb	work-r3v-native-serial-cell-harness-c-original-line-127-041f3de92859
112	PRRT_kwDOR3YK5M6ZrX1F	path-r3v-native-queue-c-e0cf9a2c7d04	source-r3v-native-queue-c-r3v-native-queue-submit-struct-vk-606161d6cc8c	claim-r3v-native-queue-c-attach-symbol-discovery-to-the-arming-b5c34623c9d7	work-r3v-native-queue-c-r3v-native-queue-submit-struct-vk-606161d6cc8c
113	PRRT_kwDOR3YK5M6ZrX1I	path-r3v-native-queue-c-e0cf9a2c7d04	source-r3v-native-queue-c-r3v-native-queue-submit-struct-vk-606161d6cc8c	claim-r3v-native-queue-c-bind-semantic-retention-to-the-submitted-bb8535b61bf7	work-r3v-native-queue-c-r3v-native-queue-submit-struct-vk-606161d6cc8c
114	PRRT_kwDOR3YK5M6ZrX1K	path-r3v-native-queue-c-e0cf9a2c7d04	source-r3v-native-queue-c-r3v-native-queue-submit-struct-vk-606161d6cc8c	claim-r3v-native-queue-c-distinguish-refused-attempts-from-admissions-9d1cf6f33f03	work-r3v-native-queue-c-r3v-native-queue-submit-struct-vk-606161d6cc8c
115	PRRT_kwDOR3YK5M6Zsg50	path-r3v-native-attended-status-load-float2-tuple-c-8db51e4758a9	source-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c	claim-r3v-native-attended-status-load-float2-tuple-c-stop-waiting-6166a9701973	work-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c
116	PRRT_kwDOR3YK5M6Zsg5y	path-r3v-native-attended-status-load-float2-tuple-c-8db51e4758a9	source-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c	claim-r3v-native-attended-status-load-float2-tuple-c-place-the-a5fe9c3d18d2	work-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c
117	PRRT_kwDOR3YK5M6Zs0iX	path-r3v-native-attended-status-load-float2-tuple-c-8db51e4758a9	source-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c	claim-r3v-native-attended-status-load-float2-tuple-c-verify-the-1c6ed8cab50e	work-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c
118	PRRT_kwDOR3YK5M6Zs0iZ	path-r3v-native-attended-status-load-float2-tuple-c-8db51e4758a9	source-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c	claim-r3v-native-attended-status-load-float2-tuple-c-synchronize-both-e8f1dd30fc31	work-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c
119	PRRT_kwDOR3YK5M6Z6OR5	path-r300-r2vb-c-cac34ca6739e	source-r300-r2vb-c-original-line-1-894922fba941	claim-r300-r2vb-c-restore-the-truncated-gallium-r300-r2vb-source-64d68c746163	work-r300-r2vb-c-original-line-1-894922fba941
120	PRRT_kwDOR3YK5M6Z6OR9	path-r3v-pipeline-c-5f53a3a19dcb	source-r3v-pipeline-c-original-line-1-4d2bfd508529	claim-r3v-pipeline-c-restore-the-truncated-r3v-pipeline-source-3e2b02790c8b	work-r3v-pipeline-c-original-line-1-4d2bfd508529
121	PRRT_kwDOR3YK5M6Z6OSA	path-gitlab-ci-inc-yml-52955bc1b302	source-gitlab-ci-inc-yml-original-line-16-5815e441adad	claim-gitlab-ci-inc-yml-include-the-relocated-gallium-tests-in-9a1c9574de08	work-gitlab-ci-inc-yml-original-line-16-5815e441adad
122	PRRT_kwDOR3YK5M6aUhQv	path-r300-r2vb-nir-c-072af698b2ea	source-r300-r2vb-nir-c-original-line-186-2ed3671830cd	claim-r300-r2vb-nir-c-restore-the-restager-symbol-discovery-record-f7adbacd784e	work-r300-r2vb-nir-c-original-line-186-2ed3671830cd
123	PRRT_kwDOR3YK5M6aUw6Y	path-r300-pm4-builder-c-2fcc98e5386a	source-r300-pm4-builder-c-r300-pm4-emit-vertex-index-range-a7bc10050f7d	claim-r300-pm4-builder-c-reserve-the-complete-immediate-draw-before-7d2e41c26120	work-r300-pm4-builder-c-r300-pm4-emit-vertex-index-range-a7bc10050f7d
124	PRRT_kwDOR3YK5M6aV-cR	path-r3v-native-queue-c-e0cf9a2c7d04	source-r3v-native-queue-c-r3v-native-queue-submit-struct-vk-606161d6cc8c	claim-r3v-native-queue-c-keep-transcript-i-o-outside-timed-f5ad1352ca0f	work-r3v-native-queue-c-r3v-native-queue-submit-struct-vk-606161d6cc8c
125	PRRT_kwDOR3YK5M6aV-cS	path-r3v-native-attended-status-load-float2-tuple-c-8db51e4758a9	source-r3v-native-attended-status-load-float2-tuple-c-op-submit-ab0e3d2c2bb8	claim-r3v-native-attended-status-load-float2-tuple-c-perform-the-dc41b51dd3cd	work-r3v-native-attended-status-load-float2-tuple-c-op-submit-ab0e3d2c2bb8
126	PRRT_kwDOR3YK5M6aV-cU	path-r3v-native-attended-status-load-float2-tuple-c-8db51e4758a9	source-r3v-native-attended-status-load-float2-tuple-c-sampler-pump-2feaeee9dae6	claim-r3v-native-attended-status-load-float2-tuple-c-validate-protocol-fd00574ae8a2	work-r3v-native-attended-status-load-float2-tuple-c-sampler-pump-2feaeee9dae6
127	PRRT_kwDOR3YK5M6aftQZ	path-r300-cpu-vertex-job-c-8f8545c4acdd	source-r300-cpu-vertex-job-c-original-line-179-04739a373024	claim-r300-cpu-vertex-job-c-force-separate-dp4-multiply-and-ffc9975d5249	work-r300-cpu-vertex-job-c-original-line-179-04739a373024
128	PRRT_kwDOR3YK5M6aftQk	path-r300-cpu-vertex-job-c-8f8545c4acdd	source-r300-cpu-vertex-job-c-original-line-21-3526a313bbf5	claim-r300-cpu-vertex-job-c-decode-gathered-lanes-from-little-2daf631f16da	work-r300-cpu-vertex-job-c-original-line-21-3526a313bbf5
129	PRRT_kwDOR3YK5M6aftQu	path-r300-cpu-vertex-job-c-8f8545c4acdd	source-r300-cpu-vertex-job-c-original-line-129-b538663f8fb5	claim-r300-cpu-vertex-job-c-preserve-64-bit-vertex-indices-510cf338abc1	work-r300-cpu-vertex-job-c-original-line-129-b538663f8fb5
130	PRRT_kwDOR3YK5M6agIl-	path-r300-vertex-job-nir-h-c670b849738a	source-r300-vertex-job-nir-h-original-line-19-07943736b651	claim-r300-vertex-job-nir-h-add-the-discovery-method-for-33646d64b47d	work-r300-vertex-job-nir-h-original-line-19-07943736b651
131	PRRT_kwDOR3YK5M6agIl4	path-r300-vertex-job-nir-c-caadb0c8e4e2	source-r300-vertex-job-nir-c-original-line-203-e67db47e2dc1	claim-r300-vertex-job-nir-c-preserve-fused-semantics-when-lowering-551e7d11f312	work-r300-vertex-job-nir-c-original-line-203-e67db47e2dc1
132	PRRT_kwDOR3YK5M6agImF	path-r3v-native-cell-c-682ac189865c	source-r3v-native-cell-c-r3v-native-cmd-buffer-execute-deferred-558fd7da81a3	claim-r3v-native-cell-c-describe-computed-positions-in-the-viewport-4aa68f6af8c3	work-r3v-native-cell-c-r3v-native-cmd-buffer-execute-deferred-558fd7da81a3
133	PRRT_kwDOR3YK5M6ahapL	path-r300-cpu-vertex-job-c-8f8545c4acdd	source-r300-cpu-vertex-job-c-int-r300-cpu-vertex-job-0740e4669a9f	claim-r300-cpu-vertex-job-c-define-nan-propagation-before-asserting-21fcbf636716	work-r300-cpu-vertex-job-c-int-r300-cpu-vertex-job-0740e4669a9f
134	PRRT_kwDOR3YK5M6ahkG-	path-r3v-native-attended-status-load-float2-tuple-c-8db51e4758a9	source-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c	claim-r3v-native-attended-status-load-float2-tuple-c-cite-the-d82ddb1013d6	work-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c
135	PRRT_kwDOR3YK5M6ahkHF	path-r3v-native-attended-status-load-float2-tuple-c-8db51e4758a9	source-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c	claim-r3v-native-attended-status-load-float2-tuple-c-validate-the-e9bbc0328701	work-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c
136	PRRT_kwDOR3YK5M6ahkHN	path-r3v-native-attended-status-load-float2-tuple-c-8db51e4758a9	source-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c	claim-r3v-native-attended-status-load-float2-tuple-c-retain-preparation-e36b1378819e	work-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c
137	PRRT_kwDOR3YK5M6ajnPC	path-r3v-native-burst-cell-harness-c-92829bee55a8	source-r3v-native-burst-cell-harness-c-main-void-4d21aa527654	claim-r3v-native-burst-cell-harness-c-derive-the-evidence-directory-2d24a234cdde	work-r3v-native-burst-cell-harness-c-main-void-4d21aa527654
138	PRRT_kwDOR3YK5M6ajnPI	path-r300-r2vb-float2-tuple-pass-c-b09f74cd9274	source-r300-r2vb-float2-tuple-pass-c-static-const-uint32-t-722f21945261	claim-r300-r2vb-float2-tuple-pass-c-add-discovery-provenance-to-a8ec50c2f56b	work-r300-r2vb-float2-tuple-pass-c-static-const-uint32-t-722f21945261
139	PRRT_kwDOR3YK5M6ajnPN	path-run-r2vb-float2-tuple-burst-replay-sh-eb3f95f29f87	source-run-r2vb-float2-tuple-burst-replay-sh-bundle-bd82899929f0	claim-run-r2vb-float2-tuple-burst-replay-sh-rename-the-replay-cd0da95ac70c	work-run-r2vb-float2-tuple-burst-replay-sh-bundle-bd82899929f0
140	PRRT_kwDOR3YK5M6ao044	path-r3v-native-queue-c-e0cf9a2c7d04	source-r3v-native-queue-c-r3v-native-queue-submit-struct-vk-606161d6cc8c	claim-r3v-native-queue-c-mark-the-transport-completed-before-returning-67e9db6d78a2	work-r3v-native-queue-c-r3v-native-queue-submit-struct-vk-606161d6cc8c
141	PRRT_kwDOR3YK5M6ao04o	path-r3v-native-cell-c-682ac189865c	source-r3v-native-cell-c-r3v-native-cmd-buffer-execute-deferred-558fd7da81a3	claim-r3v-native-cell-c-apply-the-viewport-transform-before-emitting-ed43111ec73e	work-r3v-native-cell-c-r3v-native-cmd-buffer-execute-deferred-558fd7da81a3
142	PRRT_kwDOR3YK5M6ao04s	path-r3v-native-cell-c-682ac189865c	source-r3v-native-cell-c-r3v-native-cmd-buffer-execute-deferred-558fd7da81a3	claim-r3v-native-cell-c-defer-command-buffer-mutation-until-carrier-e11c9f01a3e5	work-r3v-native-cell-c-r3v-native-cmd-buffer-execute-deferred-558fd7da81a3
143	PRRT_kwDOR3YK5M6ao04y	path-r3v-native-cell-c-682ac189865c	source-r3v-native-cell-c-r3v-native-cmd-buffer-execute-deferred-558fd7da81a3	claim-r3v-native-cell-c-propagate-observed-carrier-retention-failures-47996825d590	work-r3v-native-cell-c-r3v-native-cmd-buffer-execute-deferred-558fd7da81a3
144	PRRT_kwDOR3YK5M6ao71I	path-meson-build-90733826a0f8	source-meson-build-if-get-option-r3v-native-backend-d69517bd1b58	claim-meson-build-include-every-native-header-in-the-source-audit-ffbed2385858	work-meson-build-if-get-option-r3v-native-backend-d69517bd1b58
145	PRRT_kwDOR3YK5M6ao71J	path-r3v-native-separation-audit-py-0f0edb80acc6	source-r3v-native-separation-audit-py-original-line-72-99117368a48a	claim-r3v-native-separation-audit-py-handle-elif-when-tracking-native-0151f8bad4d3	work-r3v-native-separation-audit-py-original-line-72-99117368a48a
146	PRRT_kwDOR3YK5M6ao71M	path-r3v-native-separation-audit-py-0f0edb80acc6	source-r3v-native-separation-audit-py-original-line-150-d4ef891140af	claim-r3v-native-separation-audit-py-parse-split-include-directory-arguments-834f218b5ca2	work-r3v-native-separation-audit-py-original-line-150-d4ef891140af
147	PRRT_kwDOR3YK5M6ao71N	path-r3v-native-separation-audit-py-0f0edb80acc6	source-r3v-native-separation-audit-py-original-line-180-0030b932fdbd	claim-r3v-native-separation-audit-py-reject-artifacts-without-a-dynamic-ca1197104275	work-r3v-native-separation-audit-py-original-line-180-0030b932fdbd
148	PRRT_kwDOR3YK5M6ao71O	path-r3v-physical-device-c-0d800b1649e2	source-r3v-physical-device-c-original-line-30-3678a66b20b4	claim-r3v-physical-device-c-attach-a-discovery-method-to-the-8a67ab3ca790	work-r3v-physical-device-c-original-line-30-3678a66b20b4
149	PRRT_kwDOR3YK5M6ao71S	path-meson-build-90733826a0f8	source-meson-build-if-get-option-r3v-native-backend-d69517bd1b58	claim-meson-build-give-the-pipe-format-provenance-one-canonical-home-f89f7a8dd3db	work-meson-build-if-get-option-r3v-native-backend-d69517bd1b58
150	PRRT_kwDOR3YK5M6apYcc	path-r3v-implementation-boundaries-md-4bec8bd4770e	source-r3v-implementation-boundaries-md-r2vb-migration-follows-the-fixed-triang-7784fa8affab	claim-r3v-implementation-boundaries-md-suggestion-typo-consider-adding-that-af-91c99e700a1a	work-r3v-implementation-boundaries-md-r2vb-migration-follows-the-fixed-triang-7784fa8affab
151	PRRT_kwDOR3YK5M6apbJD	path-r3v-implementation-boundaries-md-4bec8bd4770e	source-r3v-implementation-boundaries-md-r2vb-migration-follows-the-fixed-triang-7784fa8affab	claim-r3v-implementation-boundaries-md-describe-observed-byte-retention-as-bes-1965a0e28958	work-r3v-implementation-boundaries-md-r2vb-migration-follows-the-fixed-triang-7784fa8affab
152	PRRT_kwDOR3YK5M6apbJF	path-r3v-implementation-boundaries-md-4bec8bd4770e	source-r3v-implementation-boundaries-md-r2vb-migration-follows-the-fixed-triang-7784fa8affab	claim-r3v-implementation-boundaries-md-update-the-roadmap-to-match-the-cee65da5e516	work-r3v-implementation-boundaries-md-r2vb-migration-follows-the-fixed-triang-7784fa8affab
153	PRRT_kwDOR3YK5M6apbJH	path-r3v-implementation-boundaries-md-4bec8bd4770e	source-r3v-implementation-boundaries-md-r2vb-migration-follows-the-fixed-triang-7784fa8affab	claim-r3v-implementation-boundaries-md-add-the-new-route-to-the-dc544fc9f9e0	work-r3v-implementation-boundaries-md-r2vb-migration-follows-the-fixed-triang-7784fa8affab
