batch_rank	thread_id	pr_number	pr_title	pr_created_at	pr_merged_at	thread_created_at	is_outdated	review_path	line	original_line	review_authors	comment_count	first_comment_url	first_comment_sha256
11	PRRT_kwDOR3YK5M6EPmCQ	196	r600/sfn: clause-split on readport exhaustion (mirror KCACHE-preflight pattern)	2026-05-22T22:29:01Z	2026-05-22T22:29:04Z	2026-05-22T22:32:16Z	false	src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	899	899	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/196#discussion_r3291478285	a4e836df412023b062afcc59c1fb1a2b485feca22ce8a26bea9978bf5f17839f
12	PRRT_kwDOR3YK5M6EPn7b	196	r600/sfn: clause-split on readport exhaustion (mirror KCACHE-preflight pattern)	2026-05-22T22:29:01Z	2026-05-22T22:29:04Z	2026-05-22T22:36:46Z	false	src/gallium/drivers/r600/sfn/sfn_instr.h	247	247	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/196#discussion_r3291488586	96972b3fbb8fb288f158cec828d3d271ac5eb7e6f62fa7eccc5d783aaa4b7e32
13	PRRT_kwDOR3YK5M6EPn7c	196	r600/sfn: clause-split on readport exhaustion (mirror KCACHE-preflight pattern)	2026-05-22T22:29:01Z	2026-05-22T22:29:04Z	2026-05-22T22:36:46Z	false	src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	1284	1284	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/196#discussion_r3291488588	1896359dc6a0ba29b74fb73b4646358c44c93d90d617bd5c186cb88c342563ee
14	PRRT_kwDOR3YK5M6EPn7d	196	r600/sfn: clause-split on readport exhaustion (mirror KCACHE-preflight pattern)	2026-05-22T22:29:01Z	2026-05-22T22:29:04Z	2026-05-22T22:36:46Z	false	src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	895	895	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/196#discussion_r3291488590	9cb150163ee5fc37a6869a1f89a43d53d9f0a266bf662fe841f28dc994ceb6e2
15	PRRT_kwDOR3YK5M6EPn7f	196	r600/sfn: clause-split on readport exhaustion (mirror KCACHE-preflight pattern)	2026-05-22T22:29:01Z	2026-05-22T22:29:04Z	2026-05-22T22:36:46Z	false	src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	895	895	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/196#discussion_r3291488592	1ed706f9a5fcf5d32a6535096d1bda26fac9079c6812e487c4ce2b64db0564e1
16	PRRT_kwDOR3YK5M6Fjynl	315	build-infra: fix silent MODE=stable -Os + lane-consolidation plan + DESKTOP->ALIENWARE host rename	2026-05-29T01:07:44Z	2026-05-29T01:07:47Z	2026-05-29T01:13:42Z	false	build-infra/env/generic-x86-64-os.env	46	46	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/315#discussion_r3321562135	62a71b7fcc7e961028d89043e49e55bd0ff21c2138677b41c3fd23b65c750588
17	PRRT_kwDOR3YK5M6Fjynn	315	build-infra: fix silent MODE=stable -Os + lane-consolidation plan + DESKTOP->ALIENWARE host rename	2026-05-29T01:07:44Z	2026-05-29T01:07:47Z	2026-05-29T01:13:42Z	false	build-infra/LANE_CONSOLIDATION.md	33	33	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/315#discussion_r3321562138	09956596ec5c9e6bd82636ba70667544001484566492c9115da412153790cd0d
18	PRRT_kwDOR3YK5M6FqCv_	330	build-infra: add mesa-gororoba PKGBUILD for /usr drop-in install	2026-05-29T10:47:46Z	2026-05-29T10:47:49Z	2026-05-29T10:50:29Z	false	build-infra/packaging/mesa-gororoba/PKGBUILD	68	68	sourcery-ai	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/330#discussion_r3323821198	76cb6100f407de0fcc1c303e3f933c0a7076441525424dee43a428971f23a9ba
19	PRRT_kwDOR3YK5M6FvDcO	335	build-infra: mesa-gororoba pkg/deploy make targets + pkgrel 2	2026-05-29T16:17:48Z	2026-05-29T16:17:51Z	2026-05-29T16:21:19Z	false	build-infra/Makefile	607	607	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/335#discussion_r3325611828	238dfe5acf08c2c737d06bf804fc3eba9bbc2313d239a7c93f9f1009f9d88ba6
20	PRRT_kwDOR3YK5M6FvDc8	335	build-infra: mesa-gororoba pkg/deploy make targets + pkgrel 2	2026-05-29T16:17:48Z	2026-05-29T16:17:51Z	2026-05-29T16:21:20Z	false	build-infra/Makefile	609	609	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/335#discussion_r3325611894	efdf297037540156a36f12f489edb66a7d0f2f3325370142f1461a2df12ee1b6
21	PRRT_kwDOR3YK5M6FvDdN	335	build-infra: mesa-gororoba pkg/deploy make targets + pkgrel 2	2026-05-29T16:17:48Z	2026-05-29T16:17:51Z	2026-05-29T16:21:20Z	false	build-infra/Makefile	630	630	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/335#discussion_r3325611919	a390792d9fd301e301486ee755d2cf62b2045a055f8ed17c9116825ff5681b60
22	PRRT_kwDOR3YK5M6FvTgr	335	build-infra: mesa-gororoba pkg/deploy make targets + pkgrel 2	2026-05-29T16:17:48Z	2026-05-29T16:17:51Z	2026-05-29T16:38:47Z	false	build-infra/Makefile	630	630	sourcery-ai	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/335#discussion_r3325703595	bbece78f791ea1478ccd386b43dd7bf0abe241358dddc83b591b49a5207d3470
23	PRRT_kwDOR3YK5M6Fvkfc	338	build-infra: maximize 1_/terakan-full GL stack + relocate builds under repo /build	2026-05-29T16:55:36Z	2026-05-29T16:55:39Z	2026-05-29T16:58:53Z	false	build-infra/Makefile	612	612	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/338#discussion_r3325800817	3f273a2d08c3db8796c0896546d98ff2ef1aef0365b28f3045be27f77c47e54a
24	PRRT_kwDOR3YK5M6F2_hH	354	vl/mpeg12: name a 3-plane buffer_format for the IDCT/MC source buffers	2026-05-30T09:17:25Z	2026-05-30T09:17:29Z	2026-05-30T09:20:57Z	false	src/gallium/auxiliary/vl/vl_mpeg12_decoder.c	992	992	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/354#discussion_r3328505982	8e516352af0e5d1dc7780f2f0143b4f988c55ba32f9747c3cf4104bdbf7f7403
25	PRRT_kwDOR3YK5M6F2_hO	354	vl/mpeg12: name a 3-plane buffer_format for the IDCT/MC source buffers	2026-05-30T09:17:25Z	2026-05-30T09:17:29Z	2026-05-30T09:20:57Z	false	src/gallium/auxiliary/vl/vl_mpeg12_decoder.c	993	993	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/354#discussion_r3328505990	06272f46f8800dec0c88cd013891dc9395f4370f8fdc8626172c4e723672dd65
26	PRRT_kwDOR3YK5M6F2_hT	354	vl/mpeg12: name a 3-plane buffer_format for the IDCT/MC source buffers	2026-05-30T09:17:25Z	2026-05-30T09:17:29Z	2026-05-30T09:20:57Z	false	src/gallium/auxiliary/vl/vl_mpeg12_decoder.c	1009	1009	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/354#discussion_r3328505995	f83a9b94be6846518862a2e93562f0b3f2f433d16521d9ce1b3e111bc36497af
27	PRRT_kwDOR3YK5M6F6A8h	371	r300/vl: assign IO var locations + gather info before nir_to_tgsi/nir_to_rc	2026-05-31T00:32:13Z	2026-05-31T00:48:46Z	2026-05-31T00:37:52Z	false	src/gallium/auxiliary/vl/vl_nir.c	23	23	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/371#discussion_r3329519619	ca52c30d7d43fbf3beb2f7b5ccba9887eed44add3ee3ce3164fa98af972d6986
28	PRRT_kwDOR3YK5M6F6_7V	391	🧪 Add unit tests for lat_rs_gen.py	2026-05-31T07:05:53Z	2026-05-31T23:13:54Z	2026-05-31T07:08:07Z	true	src/nouveau/compiler/latencies/meson.build		62	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/391#discussion_r3329844377	0351a8c1ed1ddbc1b5100990317db0358c1efd5665e023b159cdd4db75f7f3f7
29	PRRT_kwDOR3YK5M6F6_8U	391	🧪 Add unit tests for lat_rs_gen.py	2026-05-31T07:05:53Z	2026-05-31T23:13:54Z	2026-05-31T07:08:10Z	false	src/nouveau/compiler/latencies/lat_rs_gen.py	85	85	sourcery-ai	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/391#discussion_r3329844450	9ca86f4b503177a89d2af49be6aafb19505bdef78d802308e60985d74fd77339
30	PRRT_kwDOR3YK5M6F6_8V	391	🧪 Add unit tests for lat_rs_gen.py	2026-05-31T07:05:53Z	2026-05-31T23:13:54Z	2026-05-31T07:08:10Z	false	src/nouveau/compiler/latencies/lat_rs_gen.py	98	98	sourcery-ai	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/391#discussion_r3329844451	894857b1dedb72eafce54a4e6a69362c80fc5311aeeac4516a9d770c743af398
31	PRRT_kwDOR3YK5M6F7OTa	397	🧪 Add tests for NumberTypeInfo.is_equal_ignoring_sign	2026-05-31T08:20:37Z	2026-05-31T23:14:01Z	2026-05-31T08:22:16Z	false	src/amd/terascale/common/test_terascale_formats.py	11	11	sourcery-ai	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/397#discussion_r3329919483	a939373c0a01d840c81dae3ab9a346a228f570368654e03997a5aa17f8ef5a6a
32	PRRT_kwDOR3YK5M6F7OUm	397	🧪 Add tests for NumberTypeInfo.is_equal_ignoring_sign	2026-05-31T08:20:37Z	2026-05-31T23:14:01Z	2026-05-31T08:22:20Z	false	src/amd/terascale/common/test_terascale_formats.py	7	7	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/397#discussion_r3329919570	e239888874575e5fa58eebc64ca311eeba7e7ddd4e6e7747558e8ce8348be766
33	PRRT_kwDOR3YK5M6F7Oda	397	🧪 Add tests for NumberTypeInfo.is_equal_ignoring_sign	2026-05-31T08:20:37Z	2026-05-31T23:14:01Z	2026-05-31T08:23:03Z	false	src/amd/terascale/common/test_terascale_formats.py	15	15	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/397#discussion_r3329920338	6eb816f5178dac6e85696d44fe7e16f745edf29e8abb99f8073ab2a4aee09597
34	PRRT_kwDOR3YK5M6F-qkY	399	[codex] r300: expose RS480 GART MC debug readout	2026-05-31T23:12:34Z	2026-05-31T23:14:31Z	2026-05-31T23:17:32Z	false	src/gallium/winsys/radeon/drm/radeon_drm_winsys.c	203	203	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/399#discussion_r3331092905	548ea375a8931528cd281942b2e4d4cb98e2f204aeb4cb16590afe114f6838a4
35	PRRT_kwDOR3YK5M6GBJ63	406	build-infra: simplify Mesa opt package aliases	2026-06-01T06:01:55Z	2026-06-01T06:02:02Z	2026-06-01T06:03:09Z	false	build-infra/packaging/mesa-gororoba/PKGBUILD	135	135	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/406#discussion_r3331962067	7598c46b942e757603a5ce95b39518fb87c1c580a95554807ba7ad8dc47c52f9
36	PRRT_kwDOR3YK5M6GBJ7B	406	build-infra: simplify Mesa opt package aliases	2026-06-01T06:01:55Z	2026-06-01T06:02:02Z	2026-06-01T06:03:10Z	false	build-infra/packaging/mesa-gororoba/PKGBUILD	53	53	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/406#discussion_r3331962083	4fa464eeb2a9dd0911c004298b09c98bc137eee0ebe9da71c55389b5e91e8208
37	PRRT_kwDOR3YK5M6GBJ7F	406	build-infra: simplify Mesa opt package aliases	2026-06-01T06:01:55Z	2026-06-01T06:02:02Z	2026-06-01T06:03:10Z	false	build-infra/packaging/mesa-gororoba/PKGBUILD	124	124	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/406#discussion_r3331962088	ee7f3a51100ca2f364129a0355ca84cb5c71009f6d0e239ddf25a348d258aa71
38	PRRT_kwDOR3YK5M6GBJ7M	406	build-infra: simplify Mesa opt package aliases	2026-06-01T06:01:55Z	2026-06-01T06:02:02Z	2026-06-01T06:03:10Z	false	build-infra/packaging/mesa-gororoba-debug/PKGBUILD	111	111	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/406#discussion_r3331962098	256f7b3315dff78d814d5328affc59b0b4255355d7e34cdfbf8bf22603d3f198
39	PRRT_kwDOR3YK5M6GNz7_	409	build-infra: ignore mesa package artifacts	2026-06-01T18:41:13Z	2026-06-01T18:43:04Z	2026-06-01T18:43:14Z	false	build-infra/.gitignore	1	1	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/409#discussion_r3336402187	06f20057c0a854ab4081898f8504ce10edb111746b8ff0934583e02961de9b57
40	PRRT_kwDOR3YK5M6GTZAR	410	util/perf: launch trace-cmd via fork+execvp instead of a shell	2026-06-02T03:04:25Z	2026-06-04T15:56:05Z	2026-06-02T03:05:59Z	false	src/util/perf/gpuvis_trace_utils.h	433	389	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/410#discussion_r3338411014	4c14384f5a4cbb75c3b585f33a3e54e252e4cdeac110b3efe3ac25df82d12237
41	PRRT_kwDOR3YK5M6G1TJX	414	vl/zscan: bias coefficient source-row texcoord to texel center (r300 NPOT row miss)	2026-06-03T17:13:42Z	2026-06-03T17:13:45Z	2026-06-03T17:17:22Z	false	src/gallium/auxiliary/vl/vl_zscan.c	124	124	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/414#discussion_r3350519685	ae82778759dc22c104b428f2b9ae2ac474ef56fccdef001fbc0e567dfd9c09c5
42	PRRT_kwDOR3YK5M6G1TaH	414	vl/zscan: bias coefficient source-row texcoord to texel center (r300 NPOT row miss)	2026-06-03T17:13:42Z	2026-06-03T17:13:45Z	2026-06-03T17:17:35Z	false	src/gallium/auxiliary/vl/vl_zscan.c	124	124	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/414#discussion_r3350521134	ccbd97510c7e62552920dcff31457a431661f4b9ad91d7920dda3bec0de9e5c3
43	PRRT_kwDOR3YK5M6G2b8t	423	vl/idct: bias stage-1 source-column texcoord to texel center (r300 NPOT horizontal k4)	2026-06-03T18:22:51Z	2026-06-03T18:22:54Z	2026-06-03T18:25:57Z	false	src/gallium/auxiliary/vl/vl_idct.c	323	323	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/423#discussion_r3350924545	8312696c17cdd57ebfa4c95d6c7f33318c69703a38812c8c4e28c4b70e344443
44	PRRT_kwDOR3YK5M6G3Dg1	424	build-infra: correct PKGBUILD meson arg order, VA driver list, and stale comments	2026-06-03T19:00:08Z	2026-06-03T19:00:27Z	2026-06-03T19:03:02Z	false	build-infra/packaging/mesa-gororoba/PKGBUILD	110	110	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/424#discussion_r3351144865	a77cbf3fff20f2b77d9bab64c4c3a9f07fc95d4bbee706c1da93b8b103c861ef
45	PRRT_kwDOR3YK5M6HIMhb	410	util/perf: launch trace-cmd via fork+execvp instead of a shell	2026-06-02T03:04:25Z	2026-06-04T15:56:05Z	2026-06-04T15:56:35Z	false	src/util/perf/gpuvis_trace_utils.h	466	466	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/410#discussion_r3357294304	c0862e0263d03177bdf079e74ab3b6026a75102023217c445042a26266880146
46	PRRT_kwDOR3YK5M6QY1DG	1109	draw: execute supported NIR directly by default	2026-07-13T12:22:26Z	2026-07-13T12:22:43Z	2026-07-13T12:30:17Z	false	src/gallium/auxiliary/vl/vl_nir.c	61	61	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1109#discussion_r3570622842	d2493e15b6b373aae45154e3a01aa3d1e2f14737a97213cc7cf0ba48d57e87d7
47	PRRT_kwDOR3YK5M6QY1D4	1109	draw: execute supported NIR directly by default	2026-07-13T12:22:26Z	2026-07-13T12:22:43Z	2026-07-13T12:30:18Z	false	src/gallium/auxiliary/draw/tests/draw_vs_nir_raw_output_test.c	533	533	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1109#discussion_r3570622907	17d9dc7a9bf57185a6075b63e8eeffce9cb67e914105588314aea63d95f9e5fc
48	PRRT_kwDOR3YK5M6QY1Dk	1109	draw: execute supported NIR directly by default	2026-07-13T12:22:26Z	2026-07-13T12:22:43Z	2026-07-13T12:30:18Z	false	src/gallium/auxiliary/vl/vl_nir.h	37	37	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1109#discussion_r3570622883	ae1b473927d51fe04b98fd1ad38972deae791b8b051be44a5f7581cdf332cef0
49	PRRT_kwDOR3YK5M6QY6A5	1109	draw: execute supported NIR directly by default	2026-07-13T12:22:26Z	2026-07-13T12:22:43Z	2026-07-13T12:34:45Z	false	src/gallium/auxiliary/draw/draw_vs_nir.c	495	495	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1109#discussion_r3570650313	45e72823d67cecaeb8b844ef00fb41dc2edacb18ee5c1b11fd669059308e8d75
50	PRRT_kwDOR3YK5M6QY6A8	1109	draw: execute supported NIR directly by default	2026-07-13T12:22:26Z	2026-07-13T12:22:43Z	2026-07-13T12:34:45Z	false	src/gallium/auxiliary/vl/vl_nir.c	62	62	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1109#discussion_r3570650316	dcdd162f3a2361c5d990e78003b228d8550671c1bd5ba5dcea615e3be8481ab8
