batch_rank	thread_id	pr_number	pr_title	pr_created_at	pr_merged_at	thread_created_at	is_outdated	review_path	line	original_line	review_authors	comment_count	first_comment_url	first_comment_sha256
18	PRRT_kwDOR3YK5M6Q-LLW	1125	docs/r300: design the typed-split production-route integration (HBTCL-04f.3R)	2026-07-15T03:58:32Z	2026-07-15T04:36:17Z	2026-07-15T04:05:07Z	false	docs/hardware/rs482-hybrid-vertex-tcl-design.md	600	600	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1125#discussion_r3584383825	625f8c53587b54d0de21e56434ba94b7a577117c4abbcb18021eec9c7a860c80
19	PRRT_kwDOR3YK5M6Q-fxj	1125	docs/r300: design the typed-split production-route integration (HBTCL-04f.3R)	2026-07-15T03:58:32Z	2026-07-15T04:36:17Z	2026-07-15T04:42:11Z	false	docs/hardware/rs482-producer-alu-compaction-design.md	415	415	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1125#discussion_r3584502408	15d8c8140062a98611fb6f0dc302e657361fc0cfdda33ee90be937ef563fe17a
20	PRRT_kwDOR3YK5M6Q-fxm	1125	docs/r300: design the typed-split production-route integration (HBTCL-04f.3R)	2026-07-15T03:58:32Z	2026-07-15T04:36:17Z	2026-07-15T04:42:11Z	false	docs/hardware/rs482-producer-alu-compaction-design.md	523	523	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1125#discussion_r3584502411	ec09724181fbc6c99d8fa23a6b5d3f4c05ccf58ba4856d53098d25f035753f4f
21	PRRT_kwDOR3YK5M6Q-fxn	1125	docs/r300: design the typed-split production-route integration (HBTCL-04f.3R)	2026-07-15T03:58:32Z	2026-07-15T04:36:17Z	2026-07-15T04:42:11Z	false	docs/hardware/rs482-producer-alu-compaction-design.md	425	425	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1125#discussion_r3584502413	da088ad720fee9e5796e7107fa6cef2a470cbb119dba9f2ccb43c07846221570
22	PRRT_kwDOR3YK5M6RkL2W	1130	docs/r300: design the typed source-domain predicate as path identity over source witnesses (HBTCL-04f.3e)	2026-07-16T19:18:37Z	2026-07-16T23:01:46Z	2026-07-16T19:27:18Z	true	docs/hardware/rs482-producer-alu-compaction-design.md		486	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1130#discussion_r3598345435	ffc5c64ccb8e3067600ed3d176fa15b3d372fb645740f74eb06a4629b1765f7b
23	PRRT_kwDOR3YK5M6RkL2a	1130	docs/r300: design the typed source-domain predicate as path identity over source witnesses (HBTCL-04f.3e)	2026-07-16T19:18:37Z	2026-07-16T23:01:46Z	2026-07-16T19:27:18Z	true	docs/hardware/rs482-producer-alu-compaction-design.md		505	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1130#discussion_r3598345440	62d060d90f5e8fc416c2e65f3d3691d883fd541d53a1454756d00de4188b3374
24	PRRT_kwDOR3YK5M6RkL2b	1130	docs/r300: design the typed source-domain predicate as path identity over source witnesses (HBTCL-04f.3e)	2026-07-16T19:18:37Z	2026-07-16T23:01:46Z	2026-07-16T19:27:18Z	true	docs/hardware/rs482-producer-alu-compaction-design.md		489	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1130#discussion_r3598345443	9dcf404df227a0d8cd078ec6f9f33237322a9d85eacb148ef71393bbc5f06bc3
25	PRRT_kwDOR3YK5M6RkL2f	1130	docs/r300: design the typed source-domain predicate as path identity over source witnesses (HBTCL-04f.3e)	2026-07-16T19:18:37Z	2026-07-16T23:01:46Z	2026-07-16T19:27:18Z	true	docs/hardware/rs482-producer-alu-compaction-design.md		506	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1130#discussion_r3598345448	340515e768fcbee4a9a594b885fb128ce7e46a9c968253973e4ebf76aa4b67ab
26	PRRT_kwDOR3YK5M6Rk3HA	1130	docs/r300: design the typed source-domain predicate as path identity over source witnesses (HBTCL-04f.3e)	2026-07-16T19:18:37Z	2026-07-16T23:01:46Z	2026-07-16T20:10:08Z	false	docs/hardware/rs482-producer-alu-compaction-design.md	508	508	coderabbitai	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1130#discussion_r3598595547	7de6f80aeceab6cd13a24f903210382b7cfe0711180a8e4390ae22bbbc5e885e
27	PRRT_kwDOR3YK5M6RnC3V	1130	docs/r300: design the typed source-domain predicate as path identity over source witnesses (HBTCL-04f.3e)	2026-07-16T19:18:37Z	2026-07-16T23:01:46Z	2026-07-16T23:11:19Z	false	docs/hardware/rs482-producer-alu-compaction-design.md	575	575	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1130#discussion_r3599424354	1c0667c49fdd497e87905037301b9b284db1ce5133ea91cb9bbb312c43125d49
28	PRRT_kwDOR3YK5M6RnC3W	1130	docs/r300: design the typed source-domain predicate as path identity over source witnesses (HBTCL-04f.3e)	2026-07-16T19:18:37Z	2026-07-16T23:01:46Z	2026-07-16T23:11:19Z	false	docs/hardware/rs482-producer-alu-compaction-design.md	584	584	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1130#discussion_r3599424355	7000f950663ad456679b77416dfa0a84e74fb5bb0871eb88250b2cf413d4ed64
29	PRRT_kwDOR3YK5M6RnC3X	1130	docs/r300: design the typed source-domain predicate as path identity over source witnesses (HBTCL-04f.3e)	2026-07-16T19:18:37Z	2026-07-16T23:01:46Z	2026-07-16T23:11:19Z	false	docs/hardware/rs482-producer-alu-compaction-design.md	488	488	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1130#discussion_r3599424356	215e7ed52c63321e9fa33e6f3ce0c76f481899fcddc123b676b41c9d9ebf38db
30	PRRT_kwDOR3YK5M6RnHS3	1136	docs/r300: bind the R2VB plan campaign into one evidence architecture	2026-07-16T23:23:25Z	2026-07-16T23:23:53Z	2026-07-16T23:31:27Z	false	docs/hardware/rs482-r2vb-producer-plan-evidence-architecture.md	248	248	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1136#discussion_r3599454194	deedec5cf977bdbc0723d956c0ac5c9566fd7e9570b39a22e2637e1846a5a16b
31	PRRT_kwDOR3YK5M6RnHS4	1136	docs/r300: bind the R2VB plan campaign into one evidence architecture	2026-07-16T23:23:25Z	2026-07-16T23:23:53Z	2026-07-16T23:31:27Z	false	docs/hardware/rs482-r2vb-producer-plan-evidence-architecture.md	99	99	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1136#discussion_r3599454195	1e6633d3ccdbc1a13ca757fe626beae0521ab464db76a6ea183b8bf3e96782ea
32	PRRT_kwDOR3YK5M6RnHS5	1136	docs/r300: bind the R2VB plan campaign into one evidence architecture	2026-07-16T23:23:25Z	2026-07-16T23:23:53Z	2026-07-16T23:31:27Z	false	docs/hardware/rs482-r2vb-producer-plan-evidence-architecture.md	71	71	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1136#discussion_r3599454196	a24d7401288401aa0402f18cacbf0d66ad50a3a36d985c01002c57aefe6cb9d6
33	PRRT_kwDOR3YK5M6RnHS6	1136	docs/r300: bind the R2VB plan campaign into one evidence architecture	2026-07-16T23:23:25Z	2026-07-16T23:23:53Z	2026-07-16T23:31:27Z	false	docs/hardware/rs482-r2vb-producer-plan-evidence-architecture.md	208	208	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1136#discussion_r3599454197	ff9ac151cd2234e866b223a5cb53a658dfc4214e9da80f8f49adecf20eabb4fa
34	PRRT_kwDOR3YK5M6RnHS9	1136	docs/r300: bind the R2VB plan campaign into one evidence architecture	2026-07-16T23:23:25Z	2026-07-16T23:23:53Z	2026-07-16T23:31:27Z	false	docs/hardware/rs482-r2vb-producer-plan-evidence-architecture.md	205	205	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1136#discussion_r3599454200	3ef326f6d82334e06b689eb806db3f2d98703158b99418f060200fe6a889af5d
35	PRRT_kwDOR3YK5M6RnHS_	1136	docs/r300: bind the R2VB plan campaign into one evidence architecture	2026-07-16T23:23:25Z	2026-07-16T23:23:53Z	2026-07-16T23:31:27Z	false	docs/hardware/rs482-r2vb-producer-plan-evidence-architecture.md	125	125	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1136#discussion_r3599454202	1d7047bf71301c413ba2453854644c31965e1525186a9b50366e580d5e0597e9
36	PRRT_kwDOR3YK5M6SJFXv	1160	util: pin u_upload_mgr failure-path ownership with a generic test	2026-07-20T04:00:25Z	2026-07-20T04:00:27Z	2026-07-20T04:10:52Z	false	src/gallium/auxiliary/util/tests/u_upload_mgr_test.c	1	1	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1160#discussion_r3611984291	00c6d849aee74b2307235143e661fb67cd8f077572e2e5148a0b1c5f0e3863d2
37	PRRT_kwDOR3YK5M6SJFXx	1160	util: pin u_upload_mgr failure-path ownership with a generic test	2026-07-20T04:00:25Z	2026-07-20T04:00:27Z	2026-07-20T04:10:52Z	false	src/gallium/auxiliary/util/tests/u_upload_mgr_test.c	62	62	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1160#discussion_r3611984293	07762c02341e85c51af5585d6b69bec248487515edfac7a9a38d220144c41d29
38	PRRT_kwDOR3YK5M6SKFQo	1166	r300: move the producer output target into the BO-draw transaction	2026-07-20T06:08:08Z	2026-07-20T06:08:15Z	2026-07-20T06:18:04Z	false	src/gallium/drivers/r300/r300_r2vb.c	3874	3874	Oichkatzelesfrettschen;chatgpt-codex-connector	2	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1166#discussion_r3612339182	94ed149668e681b8d4e59e554bac476f62089d0439f76766a27f4f86e713eac7
39	PRRT_kwDOR3YK5M6SKFQr	1166	r300: move the producer output target into the BO-draw transaction	2026-07-20T06:08:08Z	2026-07-20T06:08:15Z	2026-07-20T06:18:04Z	false	src/gallium/drivers/r300/r300_r2vb.c	3838	3838	Oichkatzelesfrettschen;chatgpt-codex-connector	2	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1166#discussion_r3612339186	20b5903df48f673b3a48b3286911e76ccc2c48bdb1e2c5a79b38c71be8bc6206
40	PRRT_kwDOR3YK5M6SKo_m	1168	r300: emit the producer BO-fetch draw mechanically from the snapshot	2026-07-20T06:57:28Z	2026-07-20T06:57:31Z	2026-07-20T07:09:35Z	false	src/gallium/drivers/r300/r300_r2vb.c	3960	3960	Oichkatzelesfrettschen;chatgpt-codex-connector	2	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1168#discussion_r3612538826	60991c5c2c924f6fa7ae915dc0c6b6c4504b7d11c60fdcc3aa571cdc92be2491
41	PRRT_kwDOR3YK5M6SKweM	1169	r300: no-submit B0-B4 capture harness for the producer BO-fetch draw	2026-07-20T07:11:22Z	2026-07-20T07:11:24Z	2026-07-20T07:19:19Z	false	src/gallium/drivers/r300/r300_flush.c	91	91	Oichkatzelesfrettschen;chatgpt-codex-connector	2	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1169#discussion_r3612579851	e20608ce6046bc30baa2279138f1e068a2b0a37b7d6a6b89633fa8b3d55920ad
42	PRRT_kwDOR3YK5M6SKweQ	1169	r300: no-submit B0-B4 capture harness for the producer BO-fetch draw	2026-07-20T07:11:22Z	2026-07-20T07:11:24Z	2026-07-20T07:19:19Z	false	src/gallium/drivers/r300/r300_r2vb.c	4143	4143	Oichkatzelesfrettschen;chatgpt-codex-connector	2	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1169#discussion_r3612579856	73575c923c5eb8674bb20419fcb555b9e6a2c0504d8e14f848781e05fe3d63f6
43	PRRT_kwDOR3YK5M6SK5OQ	1170	r300: neutralize application dirty atoms in the BO-draw capture	2026-07-20T07:26:11Z	2026-07-20T07:26:13Z	2026-07-20T07:30:53Z	false	src/gallium/drivers/r300/r300_r2vb.c	4161	4161	Oichkatzelesfrettschen;chatgpt-codex-connector	2	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1170#discussion_r3612628686	4181c9a621d65a3f26a7897c475f47e451562c4a03c180a09b33da052909c8ca
44	PRRT_kwDOR3YK5M6Ta-dF	1182	rs482 2048-to-4096 virtualization capability matrix + grid-fold axis-cap comment	2026-07-24T01:00:36Z	2026-07-24T01:00:38Z	2026-07-24T01:06:33Z	false	docs/hardware/rs482-2048-4096-virtualization.md	69	69	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1182#discussion_r3642307405	d4c765566eb56300a432eca273e6897757e13e2c89ed65a09616f8b30567c56c
45	PRRT_kwDOR3YK5M6Ta-dG	1182	rs482 2048-to-4096 virtualization capability matrix + grid-fold axis-cap comment	2026-07-24T01:00:36Z	2026-07-24T01:00:38Z	2026-07-24T01:06:33Z	false	docs/hardware/rs482-2048-4096-virtualization.md	1	1	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1182#discussion_r3642307409	6ed9720a0423d9a407333f5f867763afe5e4d081a549c3905094524c25bf21b8
46	PRRT_kwDOR3YK5M6TtjCM	1192	docs: RS482 source-authority index + kernel registry pkgrel 89	2026-07-25T02:53:17Z	2026-07-25T02:53:24Z	2026-07-25T02:59:44Z	false	docs/hardware/rs482-stack-manifest.schema.json	71	71	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1192#discussion_r3649219826	a30f1bdfcf2749e9290a3408db333138e811d22bf7dd80602c98f58b80db2a3d
47	PRRT_kwDOR3YK5M6TtjCO	1192	docs: RS482 source-authority index + kernel registry pkgrel 89	2026-07-25T02:53:17Z	2026-07-25T02:53:24Z	2026-07-25T02:59:44Z	false	docs/hardware/rs482-stack-manifest.schema.json	26	26	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1192#discussion_r3649219830	c40be454096fd888106811e65ab9d7053af4470a23810a0d863cc0741ce65668
48	PRRT_kwDOR3YK5M6TtjCR	1192	docs: RS482 source-authority index + kernel registry pkgrel 89	2026-07-25T02:53:17Z	2026-07-25T02:53:24Z	2026-07-25T02:59:44Z	false	docs/hardware/rs482-source-authority.md	68	68	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1192#discussion_r3649219835	e6f034507e1bbb98c0735337222c107d7d908f97886befeb823c9eec1b007251
49	PRRT_kwDOR3YK5M6TtjCT	1192	docs: RS482 source-authority index + kernel registry pkgrel 89	2026-07-25T02:53:17Z	2026-07-25T02:53:24Z	2026-07-25T02:59:44Z	false	docs/hardware/rs482-source-authority.md	1	1	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1192#discussion_r3649219839	6c0927ffc255b4491a11e0ae8dac042552500c82d6b9dae5655dd3f7386ee24c
50	PRRT_kwDOR3YK5M6TvpLc	1193	treewide: drop the invented project copyright line from file headers	2026-07-25T09:57:11Z	2026-07-25T09:57:42Z	2026-07-25T10:01:25Z	false	AGENTS.md	592	592	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1193#discussion_r3650000734	bb2d66f274bdaac0d1f0feac3782c449761dda18b667e4e663791c63deccc5bd
